Comments,Label
 avaarde feeling vech prakandaerunnu avaru deesentae jeevikunnavarne,None-of-the-above
 call me             ,None-of-the-above
 nanum matirukken friend oda anba mobile la thappa chat panni  avan friend oda ammata enga vitla ellaru kittaum solli asingama pochu,None-of-the-above
 sema human being antha akka     at a kind heart     ,None-of-the-above
 anand sir is good human being,None-of-the-above
 en bro shruti hassan kevala paduthringa,None-of-the-above
 raaja  rajaathaan  super simon   krithuva  kaikooli,Misandry
 gk nawin  onana kuda vittu vaikkatha eru jathi thevidiya pasanga thana neenga theru naikku podavai kattina kuda orasura payale adanguda,Misogyny
 poda echa rajaa thevudiyyaaa payaleee,Misandry
 uggala anakku romba pudikkum ma       ,None-of-the-above
 yes ur rte  sirpangal la irukku    british than intha anti gay law konduvanthaanga     ,Homophobia
 indha noi avadhu paravama patukunga,None-of-the-above
 maharajan t  en hus um thaan,None-of-the-above
 ivangala vida theliva yaaraalayum clear explanation kudukka midiyaadhu  oruthan innoruthana adichu kolran  idha vida seer kedu enna irukka pogudhu     fantastic answer  ivangala thappa pesura ayogya naaigale   nimmadhiya vaazha vendiya vayasula vetti kolla padraangale   adhu enna kalaachaaram nalla irukka panreengala da    first aduthavangala nimmadhiya vaazha vidunga da  apram ella mayirayum pathi pesalam  ivanga sonna maari indha naatla pengala rape panravan la hetro sexual than not homosexual  sila naaiga pengal kitta thavara nadandhutu inga vandhu vyaaakaanam pesuraanunga  mathavangaloda unarvugalukku madhippu kudunga  don t be judgemental ,Misandry
 konjam un sutha muditu yellarayum vazha vidunga da,Misandry
 nalla kalaachaaramaa  british kaalathu sattam         namma naatu kalaachaaram homosex ku epavume support ,Counter-speech
 ivangqla pidichu jail la podunga ayyo paavam nu paakathenga,Transphobic
 bro vera level ennala video pakkave mudila enakku aluga vandhuruchu  ,None-of-the-above
 naan driving solli kudukirean driver ah irukean     thirunangai ku ithuvara driving solli kuduthirukean antha eallaaraiyum eanaku      pudikum best people s avanga,Hope-Speech
 ar  u  number  kudu,None-of-the-above
 h  raja  speech wonderful,None-of-the-above
 poongavanam r  ur watsapp number,None-of-the-above
 ithula vera pottanagai appauku adaguvaka kudutha husband sandapodranga paruga ennamo ivanga seithu engaluku potu alagupatha mathiri,None-of-the-above
 ella gay    comments la irukku,None-of-the-above
 tricky minds  ne ambalaya pomabalaya adha solu ne paatuku item mari koopdra thelavari punda vandha rendu olu unga ootula inu yaru iruka solu,Misandry
 dai ava seththu poitana ennada pannuviga,None-of-the-above
 sari ma but mj sona irupu pakathil ne irukurathan enagu santhosamnu solirukanga ilaya oruvela nan thapa purunjukitano    anyways tanq ma   ,None-of-the-above
 rendu peridamum thappu illa    oru karuthu verapadu yerupatathunal iruvarukum intha prachanai      ,None-of-the-above
 amma ta kellam but avanga uiyir pora azavuku kekka koodadu enna,Counter-speech
 sa        ungal viruppam yanna,None-of-the-above
 aathadi    ivangala pathale payama irrukku     ,None-of-the-above
 ella mooditu appadia okkarungada     managketavangala tho ivalugla vachu film edukranuga par  avangala serrupala adikanu,Misogyny
 daiii sappa mooku karanungala     ungaluku mattum enga irundhu daa pudhusu pudhusa  virus varudhu     vaazha vidungada   ,Xenophobia
 mother sendimant in thirunangai fillingsa gaadi eruginga thirunangai modivshan,Transphobic
 definite aah na oru transgender aah adopt pannuven    illa enake oru transgender babe porandha kandipa valapen,Hope-Speech
 vera level anna super anna      ,None-of-the-above
 ama akka antha nattai azhlicha sari ayeedum antha alla vukku kovam varuthu irrukkara virus athuvay yeppa pogum munnu thayriyala athuvay yennum pala varudangal kannum ,Xenophobia
 puttamma kaliyur  u are a gay,None-of-the-above
 inum inga corona ne vey mudila,None-of-the-above
 priya bhavani akka vida trangender akka looking nic     pesama nenga heroine aa try panalame,None-of-the-above
 ithu pola kumbala vittu vaika kudathu ozhunga iruntha avangala vanangalam ithupola iruntha adichu ozhikanum,None-of-the-above
 sir manasu eruntha pothum sir ena,None-of-the-above
 duraimurugan bjp b team corporate dog,Misandry
 babu natarajan  ne enna pannuva unakku enna pidikum,None-of-the-above
 super film sir  i never seen before lgbt films  i like this film,None-of-the-above
 gh wb  un amma   un pondatti    in thangachi  un akka   in grandmother   elloraium naan oppen   anuppi vai,Misogyny
 ithu poe china america visiranai nadakamal irupathuruku ivargal plan,Xenophobia
 sappadu koduththu othukka wendam  itukka idam kodunga    antha kasil      peles       peles,None-of-the-above
 selvaraj selva  nega yaga irukiga,None-of-the-above
 to china  vanakkam da mapla   mothathula vaazhave vida mattingala ,Xenophobia
 nee oru oombi echa modika kunnaya thooki vaayila vachirupa echa raja thevidiya payala naayi,Misandry
 panraanga ji may b ungalukku therla pola  ethanayo per idha parents othukala nu suicide lam panraanga,Counter-speech
 moooditttu pongada   nonnaingalaaa         nalladhu panromnu     nalla ponnungalummm kettu poiduvaaangaa        appa amma    paathu ethu pannalum  namakku  ok nu ninaikura ponnunga irukkaanga       plzzz avangala change pannidaathinga        appa ammava purinjukkittaa endha ponnum    thappa irukka maatanga         purinjukaama irukkka baadunga thaaa    thappu pannum    selfish a pesummmm,Misogyny
 ponnunga eponum thappu than pannuvanga,Misogyny
 mr gobinath sir ponnunga avanga ammata yenna venalum kkadum k but j  kuta porantha thambiyavo annanaiyo katan karanakidu poganunu nrnaikurathu yenna nayam sir vegama kkurangala varathachanai pasanga kkuranganu love mrg panni enaiku sothum venam yethum venanam love panna ponna mrg panna podhumnu nenaikura yethana pasanga inaiku love mrg pannirukanga avolo yen nane love panna ponna mrg pannen ava padipukaka bank la vangana loan natha epa katturen na varathachanai koduthudu tha pa vanthuruken ethuku yenna solrenga,Counter-speech
 fuck your  aandal   tevidiyea    tamilnadu pati  unaku enada thrium,Misandry
 hello bro neenga solrathu thappu ennota sister marrage ku  lacks kadan vanki than pannom    but ennota akka onnum aptiye pokalaye athota juwellariys a vachum enga mama kitta vankium enga kadan adaikarathukku help panni irukku    ipti naraya per irukkanga    so nambalum periya puthisali thanama kelvi kekkuromnu kekkathinga,Counter-speech
 yenga hetrosexuals ku irukku lol ippo andra la honor killing nadanthuruku  avanga heterosexuals thaane  kalyanam panni vekiradhu kuzhandai kaaga thaan  aana aadhi manithan kalavi seiyum kuzhanda porakkam avanuku theriyadhu  avan first therinjadhu kaamam thaan ,None-of-the-above
 anna umiyava samaya eruthu next video nagala wait panurom anna sekarama poduga anna,None-of-the-above
 storm breaker  unga ammave enkitta paduthu than da unnaye peththaaa   unga amma pundaya first paathathe nathan da   unga amma ivlo naala en kunnaya oombithan unga amma unakku soru poduraaa    nalla kaamipaaa da unga amma   ,Misandry
 aids raja yaar theriyumaa kazhmozhi pooda  adutha ahh raja,Misandry
 dislike potta     perum kalaachara kaavalargal        ,None-of-the-above
 enna  phattalea   maathi than da irukka        ,Misandry
 mapla totally dif da avanga manasa pakkumbodhu kan kalangitenda   ,None-of-the-above
 vera level nu sollvangale adhu idhu dhaan,None-of-the-above
 thirunangai la yellarum ipdi kidaiyadhu sila nalavangalum irukanga  aana ipdi panravangala la dhan ozhunga irukavangalukum ketta peru varudhu ,Counter-speech
 ella avanga asai padalam nama vetla erukra porula one share but fulla venum apadi soldrathu nay ama ella paithiyama,None-of-the-above
 mavaney unakku irukku oru naal,None-of-the-above
 gh wb  ungotha pundaya poi paaru   nalla kilichi anupitten   poi thaiyal podu,Misogyny
 magi priya  saptingla naa epa than saptu vantha,None-of-the-above
 r ramya  bhuvana   yours name plz   ,None-of-the-above
 senthamarai selvi ne nerla pathiya d koothi moodu video pathutu ne pesuva unaku therium adhu avan wifenu po d,Misogyny
 super girls sema pa   but innum varathachanai kuraiyala ,None-of-the-above
 ethavathu uruppadiaga idea vai chollunga,None-of-the-above
 yenda  title  thappa  poduringa,None-of-the-above
 avan appadithan    ivana mari niraya patruken   kadaisila avangalukke aappu aguthu theriama poium,None-of-the-above
 hi cikku gd morning have nice day love u     ,None-of-the-above
 antha aasiriyar oruvela indirana thannai karpanai panni iruparo     ippadi pattavargalai kandippaga bramana samutayam cini ulaguku promotion koduthuvida vendum  ,Xenophobia
 ivaru oru vela vaanga ma irruhu irrupaaro,None-of-the-above
 correct superb truth   penkallai eppadi addikkallam   enru therium kavallikall,Misogyny
 praveen kumar boss chumma ivanungka natikiranunga   ivanungalukum pannirupanunga,None-of-the-above
 babu natarajan  karumal aj   ,None-of-the-above
 ore visayam pidikadhu     sabam vduvangle    ,Transphobic
 dei black sata iyooo sinungurane   thaliye nilu da pakatula engaiyum public la vanturatha unaku gay ok tan ana nee love panra partner kum pidikutha pathutu po athan nee seiyura miga periya uthavi aiya,None-of-the-above
 sennila akka     romba azhagaa irukkeenga     kavalai padadheenga akka    god bless you            ,Hope-Speech
 puvana puvana   enka appa aptithan enka amma   yelamey enka appa than vanki tharuvanka   enka patti v la vasathy ila but enka appa kasta ptu epo nanka nala nilamaiyela erukom thank god,Hope-Speech
 i like u vj anna,None-of-the-above
 eantha naiya first jail la podunga,Misandry
 ok bro china  apudiye panirendha namaa yan pandruth bro   ,Xenophobia
 real girl mariyea erukanga pa,None-of-the-above
 paruga thirunangaina avagakudhu pesatha avangakudhu palagatha unnaiyum penna mathi ruvaganu solluvaga ippa pathigala antha paiyan evalo soliyum unga appa amma ketta sollunnu thana sonnaga   seri va va nnu kuppetagala neega le sollunga avanga rompa nalla avaga than thirunangai ya mathika vendhom   babu g karaikudi,Hope-Speech
 otha  thevdiya  unaku vera concept eh kedaikalaya,None-of-the-above
 prince vegeta  unggale maathiri pesura butthi enakku ille    naan saga manushanggala mathikkira aalu     neengge reply panne  vithathileye terinjirukkum yaaru eena paya nu,Misandry
 madurai cinema hall a enaku nall fun kidaichathu,None-of-the-above
 unmai la iva echa raja tha,Misandry
 dai h raja thevdiya paiya muditu poda punda,Misandry
    vayasu aaita oon pulla onake sontham illanu solriye da pepunda apo    vayusuku apm even kuda venunalum ethana peru kudanalum padutha onnum illa ithala oru matter ye illanu solluviya da sunni   jathi illatha ponnu mattum venum jathi ulla scholarship and matha salukaikala venuma   ithuku palaperu pudichu oompuda pacha satta punda magane   daiii intha mannu irukuravara jathi irukum da atha yaralayum matha mudiyathu da   yen pillangalukum itha solli kudupen da   ,Misandry
 last line speech sema sir,None-of-the-above
 mani m  number kudu machi,None-of-the-above
 s maam even i feel the same   ,None-of-the-above
 babu natarajan  hi i love you num pathutu utan delete panniru onbthu nalu eattu eaalu rendu eattueattu  rendu  onbthu munu,None-of-the-above
 super anna             veara leval                ,None-of-the-above
 first anda allu ena varthai kettan first podungada   ivanga pesuratha mattum eduthu iruga,None-of-the-above
 nejamavea na aluthute    nama aluguratha pathu   avanga manasu kalanguthu   ana   namalalah   avanga manasu eavlo kayam paturukum  antha kayam maraiyathu   ana mathalam   plss avangalah asinga paduthathinga   nama kaila oru ring podurathukula nallaruka nu than pathu poduro  ana avanga enna analum parvala nu   avangaluku putichatha panranga  namalala athu mudiyathu  purinchikonga pls  avangala asinga paduthathinga  aprm nenga alanum ,Counter-speech
 modhal poi hair valarthi chudi pottu oru ponna ir oru paiyana love pannu unnnna year keakka pora,Homophobia
 po d  ngala ningalum un kadhayum,None-of-the-above
 chance ah illa semma talk well ithalam hetro sexual aanaa naaga peasanaa engala veara mathiri peasuranga irunthalum inthamathiri neegalae thairiyama peasumboothu nagalum peasarathu thapilla nu oru faith keadaichi irukuu tanx akka        ,Counter-speech
 ada maanamketta naatherigala epdi voice kuda vidama copy adikiringa chai kopinath nenapa,Misandry
 s k  thalaiva     yaaru neenga  enakke ungala paakanum pola irukku     semaya respond pannuringa indha potta thayoligalukku,Misandry
 anandsir reyalee ur a great sir yappavum nearmayaa pesuringa,None-of-the-above
 ohh apdiya nalla sogamae irunthu irukkumo unakku   ,None-of-the-above
 h raja pola ela hindukalum thunichala iruntha vera entha hindu thurokiyum vaaya thirakamatan,None-of-the-above
 deviyaalunga eppadi kekkaraanga paaru ivlo pavunu venum avlo venum,Misogyny
 intha theudiyaa paisan echaksla rasa    yaar evan ,Misandry
 vaanga bro neenga thaa varum        ,None-of-the-above
 entha theyvitiya va ellam seruppala atikanum,Misogyny
 entha place thiruvannamalai pa na evangala pathuirukka,None-of-the-above
 madam na sollura point ku varan    varathachanai mapla veetla kekuratha sollw kora sollurega mega mega thappu than antha visayam maatru karuthu illa   ugga family soolnila ugga veetla iruka kastam yethum theriyama than mapla veetla varathachanai kekuraga  aana yellam therinja neegale ipadi keta niyaama  ,None-of-the-above
 vijay tv show apdiye copy pannitingaleda   ithoda   show copy pannitingada   owna yosingada,None-of-the-above
 neenga thaney raja apdi eluthi vachirukkinga,None-of-the-above
 h raja oru thevudiya mavan kuchikari mavan  ,Misandry
 ameer dheen   y bro,None-of-the-above
 unnakku mattum illa rasathi inga mattum yenna vazhutham,None-of-the-above
 yenaku ippadi oru lover illa,None-of-the-above
 do u act like man,None-of-the-above
 antha akka nalla manasukku eppavum santhosama irukkanum,Hope-Speech
 h raja     kku     sathavigutham orru thevidiya paiyan    avan pondati avan veetu pombalainga ellarum   kkum   kum vilai pogum thevidiya pundaingal   ,Misandry
 part   vendam na avanga paavam avangala namba vachi last ah prank nu sonna avanga kastapaduvaanga,None-of-the-above
 use full prank   good keep it up guys,None-of-the-above
 ponga da  poi velai parnga  i am not,None-of-the-above
 vijai kumar nee oru palaottra mavan,Misandry
 h raja pool thuki valavai,Misandry
 ninga sollitan dheriyuthu akka ninga romba azhaga irukinga and bold ha irukinga and sooo sweet god bless you sister,Hope-Speech
 avarun sivam   poor mentality,None-of-the-above
 dai sontha mahalugu periyar oththan avanvalieil pogum naikal ninkalum olunkada unka  mahalugu,Misandry
 endha mbbs doctor idhu noi nu unaku sonnaru  ,None-of-the-above
 hari haran  ok suma  dha ketan,None-of-the-above
 bro   en niyambagamla   avar caste vechu venam sollala  director ameer kuda cheran kuda irundhar   andha paiyan already neraya pera avan famil members kudaye serndhu kasukaga love pannanganu case irundhuchu   ,Counter-speech
 bro sunny leone mia khalifa la niraiya per kuda panraangale avangaluku la y hiv vara la,Misogyny
 yen da galata vittutu vantha,None-of-the-above
 dai un ponnu pathi unaku thryatha love panar da nai caste pakara da nai chuu          unaku savu varmathuthu,Misandry
 dinesh prabu b  thambi avaru right than pesararu videova nalla parunga,None-of-the-above
 veknesh a l arumugam  fine yaar,None-of-the-above
 mani selvaraj  reservation illatha timela yaru ella velailaum irunthanga theriumaa   konjam poi yethachum padinga    reservation la vantha talent illanu meaning illa da dei   ,Counter-speech
 ethana veetla ponunga appa amma va vechi pathukuranga nu theriyumma  vara salary la pathi kalyanam panni ponna veedu  pathi vazhantha veedu ,Counter-speech
                              apo apdi work panra ponna pathu marriage pannikalam la,Misogyny
 kavalamana vazhkaaa thevayaa sonda appa amma kitta kaasu kekuradu ungalukku urimaya sir inga only ponunga kekkarada pathidaan pesanum anaa neenga vardachanaya iluttu vittutinga apuram innaika work pandra    pasanga vardachanaya kekkarudu illa avanga appa amma kekkuradu daan undu,None-of-the-above
 antha akka voda iraka kunatha pathu    enaku alugaye vanthuruchu pa  ippadi patta nalla ullagala prank pannavendam pls  but  nd partla avanga enna pannaga nu pakka avala iruku bro  quicka  part update pannuga pro    ,Counter-speech
 i am unsubscribing sengol channel   ivane chumma views kaaga olaruran   ,None-of-the-above
 unmai aana aambala singam hraja,None-of-the-above
 hey sennila nee sema azhaga irukura di ma ,None-of-the-above
 innum konja naal pona enaku boyfriend irukan solli reject pannama enaku girlfriend iruka solli reject pannuvalga pola  ithukkum police pathukappu kuduthurkinga paru pramatham arputham mama nu summava solranunga,Homophobia
 sir vera level sir neenga   ,None-of-the-above
 islamiyana en da izhukura echa naye  asigama thittirva   bjp ku innoru peru vibacharam da thu    ,Xenophobia
 i am venkatesh  bro nan video nallaerukumthan sonnen okkk vaa,None-of-the-above
 unga nadipu vera leval nanba   ,None-of-the-above
 irunkuravanga kodutha illa thavanga epdi kudukurathu,None-of-the-above
 eva oru muttal apdi iruntha ni poranthuruka mata beta,Misogyny
 bash reels  ok na marriage panni vachiruvingala,None-of-the-above
 onnudaya pakkatheleye ukkara mudeyumma neye tevudeya paya ecchey raja muslimda ye sappulenda evanuku tukkam varathu entha naye payaluku,Misandry
 san kar  aparam yana sunni konjam veverapundya sollu naya ottu pondiya otha punda,Misandry
 ivanga la patha en friend inba sathishkumar ku lady getup potta mariye irukanga ,Transphobic
 ivangalukku kaasu podradha stop pannunga first,Transphobic
 first time unga video paakuren  udaney subscribe panniten,None-of-the-above
 super akka i like you,None-of-the-above
 avan ponnu mathiri ye illa ye,None-of-the-above
 mg make a video on blackmagie,None-of-the-above
 i am venkatesh   na pana mistake ku,None-of-the-above
 evan purshan enga eruken  kandupudinga pa      makeup bank la loan poduvan pola evan enna solrathu,Misandry
 thevdiya mavana unna adichi kolanuda,Misandry
 this type of addiction     iyarkaiye onnuku onnu muranbada iruku   kevalamana explanation    thuu,None-of-the-above
 yan antha varthaiya  transgender  use panama unku iruka mudiatho    ,None-of-the-above
 antha amma dance aadum pothu udambu silirkuthu  ,None-of-the-above
 manasatchi orukkura manithar than chromosome problems laa pillainperurangal athukku arovu irukka again rah sollura neegal  sontham kalyanam kuraochal ithu kuraiyum  ellarum manithar than  enakku gay lesbians friends irukkangal athukku avagal thappa illa oru relationship ah nalla neermaiya kondu poorangal  chromosome thappa pillai petta parents ah thisdukadappa  sari appdi kalyanam seithu pannina innum oru ponnu payam vaalkaiyil emathham athe neeram orutrara emathi vaalura vaalkai alikkalama   therinchu kondu oru ponnu illanpaiyan vaalkayil vilayadinagal koodathu athu oru chromosom change land athai ellam net laa search pannamal ithu ean appdi ennu theedi vaaikal ennu than naan solluvan  reborn panna than sex enna antha neeram oru pillai pers maddum than sex vaichu irukkanum athukku piragu sex life irukka koodathu  iyarkai patti kathaikka koda makkalukku urimai illa kaaranam iyarkaiya paathukaakka kooda theriyalla anal ithula maddum iyarkai,Counter-speech
 poi solraan loosu already pongal vada channel laa pootutaanga daa,None-of-the-above
 summa v la erunthu verum sora mattum thinnutu poittu eruntha epdibtherium kadan avunga kastam ellam,None-of-the-above
 selvaraj selva  hiii  neyveli enga,None-of-the-above
 vairamuthu mannippu kedkavendum illavittal avar sunniya umbi thanniya kudippan ippadikku patppan h raja,Homophobia
 ada thu   intha video va patha un amma santhosa paduvangala   illa etha support pannuravanga un ponnu illa paiyan ippadi panna unnaku ippadi erukum,None-of-the-above
 super bro vera level bro,None-of-the-above
 vera level nanba      yara irunthalum avangaluku  st anba kudunga yaraium othiki vaikathinga                ,Hope-Speech
 super bro nalla seyal    congrats bro ,None-of-the-above
 great mr anand srinivasan sir  ,None-of-the-above
 the best movie ever seen,None-of-the-above
 ella nadum senthu china mela anukundu thakkuthal oray time la nadathuna mudijidum mothamaaa ,Xenophobia
       correct   kanavar mattum vendum kanavarai perravarkal vendam avarkal veetirku devaiyillatha kuppai enkirarkal,Counter-speech
 dinesh prabu b  racha raja punta punta  vairamuthu annan thamilanta,Misandry
 mr gobinath  namma oorula dowri vendaam nu sonnaalum   yenga kudumbathukku oru gawravam irukku so naan ivlo pottaa thaan yen kudumbathukku gowravam nu solraanga,None-of-the-above
 sister enna solla   ungala pol oru nallavara naan sister ah kidaikkanum   really can i get ur number sister,None-of-the-above
 sudarshan  ivam kekura kelvi la apditha bro iruku atha,None-of-the-above
 evargalukku enna problem ethunala evuga la ella kelipannaga,None-of-the-above
 mayizh velan  ur watsapp number dear,None-of-the-above
 enda bjp layea searndhu h  raja va nalla velukkalam,Misandry
 otha unna dhan firstu arrest pananum aamakari thinnen nu oora emathitu,None-of-the-above
 poda punda neeyallam oru jenmam,Misandry
 ponnunga yepdi irukunumnu neenga yedhuku boss solringa ,Counter-speech
 rajini superstar  poda pannimuchi vayaaa     ,Misandry
 vera level bro naanum unga channel uh subscribe panite enooda frnds ellaarum subscribe pannitaanga,None-of-the-above
 kadalla kallapodu  interview keadukkurathum eduthuttu lgbtku community support pandra maari nadikkathinga ok va  ,None-of-the-above
 ameer dheen  whatsapp number please,None-of-the-above
 super  raja sir   seeman unga velaya parunga ,None-of-the-above
 enga ula tamil media mathiri china ta than kasu vanguran ina   ina unmaya  eruntha eypam problem  solve agi erukum ,Xenophobia
 ayy ar  sappittingala machan  work mudinjata  i am so fee about you kayappadda en manasukku oru nalla maruntai sol bujjima ,None-of-the-above
     akash  hi give your number,None-of-the-above
 h raja hiv rajanu vanthutan nai,Misandry
 v dharman  pon namer sent me,None-of-the-above
 naye unna mari aaluga eruntha manitha iname alinjirum,None-of-the-above
 i like u r boldness sister semma ya pesringa,None-of-the-above
 nanum ennoda hus nalla friends   eppodhum endha oru vishayam pannalaum rendu perum than mudivu pannuvom   orutharuku  oruthar theriyama edhum pannamataom   enga rendu perukum thanni patta personal nu edhum illa     unmai mattudha irukum edhayum maraika mattom   rendu perum  yr love panni marriage pannitom marrige pannuthukku aparom than purithal vandhuchu ana nalla hus wife garatha veda naga nalla friends   endha oru edathulayum vittu kudukamataru    avura ketta ne ennoda amma nu soluvaru  enna keta olivu maraivu illa ma irudha matudha thirumana valkai nalla irukum   ,Hope-Speech
 itha nikalchi nadathurathuku vera tholil panalam sir kopinath ugala rompa pidikum ipadi ponenaga nala irukathu,Misandry
 antha manasu tha  sir kadavul   ,None-of-the-above
 akshaya singh  emma    singh ah   nee epdi tamilnadla irukka    ila respect ilannu convert ayituyaa,Xenophobia
 wt hpn wt problem   ,None-of-the-above
 ramesh g  poda hindu badu modi pula umbu,Misandry
 ungal manaivi pillai migavum adhirstasali   indha purithal yarukum varuvathilai anna   thank u for ur speech   am ur biggest fan  ,None-of-the-above
 anney intha thatavaiyun mass kattitinka part   ku tan waiting,None-of-the-above
 prakash       gommala ooka pesuda thayoli,Misandry
 pythagorus pathi  sollunga bro,None-of-the-above
 suresh barani  h u number,None-of-the-above
 sori naaye raja  vairamuthu tamil manninn maindhan  nee onda vandha  vadanaattukkaaran  ,Xenophobia
 super prank thalaiva semma prank,None-of-the-above
 hello bro niraya videos upload podukanga please,None-of-the-above
 kadhayalla nijam  poda gay punda mavane,Homophobia
 atha epdi solli kodukkanum antha appa matiya,None-of-the-above
 dai chance vanda un ammavum daan cinimavilae poova komjam yochichi pesu,None-of-the-above
 anbu angathan iruku namma thedi pora ponnunga kitta suya nalam mattum than irukku  ,Misogyny
 wow look like real girl,None-of-the-above
 gommala dai otha nerala maatuna nee seatha da    ,Misandry
 daiii appa ungaluku appavum thunyya eruppar,None-of-the-above
 smart subash evangala mari alunga ulagathaya azichiruvangalae repent agunam evanga,Transphobic
 kamala paththi pesum pothu antha kaththu kathina ippa intha olaru olarura,None-of-the-above
 porakama poiruppa simple  unaku kozhantha iruja,None-of-the-above
 pooo daaa yachhhaaaa rajaaaaa            ,Misandry
 insta la unga follower nanu girl mari make up pottu video post panum bothu ennda ivar ipdi panrarey nenapen sorry lgbtqa nu etho solringa onum purila ana sorry neengalu unga        eppoum happy a irukanum  ,Hope-Speech
 anjipal  sari athuku maatru vali solunga,None-of-the-above
 ethirla oru punda mavan namakkenna innu irukkan paru ,Misandry
 akka neenga konja konjam pera sendhu suya thozhil seyyalamae nalu peruku vela kodukalamae neenga govt a ungala pakka vaiyunga avanga pakkanumnu ethirpakkadheenga ,Counter-speech
 ival oru punda nakki lesbian munda    irukaravalayu keduthurvaluga pilundainga,Homophobia
 pongada punnakkukala muthalil ungal kudumpa pengaliy veru sathiyel koddi koduththu viddu vanthu pesungada saathi enbathu uire than manam ullavarkalukku ,None-of-the-above
 antha chinai kaarana serupala adicha kooda thiruntha matanunga pola chii china news ketale semma kadupa iruku           ,Xenophobia
 korona yenkira vellathaye nanga yinum ninthi thapikka villa  atharkullave yinnum oru vellavma  god help us,None-of-the-above
 vidunga nanbare   indhu na ennane theriyaadha naaigal than indha naigal   summa vai irukkunu kaththudhunga   theru naaigal   ,None-of-the-above
 ungala la lgbt community ah yeathuka mudilina niga yeathuku sollringa velagi poyarla,Counter-speech
 romba thanks sir but inga  enna purinjika enaku yarum illa,None-of-the-above
 rajesh kumar  hmm i am waiting,None-of-the-above
 raj kumar  your age  ,None-of-the-above
 malini venkatakrishnan r u girl or boy,None-of-the-above
 i send in link sir,None-of-the-above
 hi bro nice want to c u,None-of-the-above
 sir aathu madhuvanthi illay  madamanthi  avvalavoothan ,Counter-speech
 echha raja unga amma unnai yaarukku petha    thevidiya payya,Misandry
 pls first yangaluku oru vaipu kudunga,None-of-the-above
 anbala katti pudikiravangala vida sex feel a katti pudikiravanga than broo       semma veruppu agum           kandippa jeikkanum bro,Counter-speech
 pechai karen hela nada oruvakiduvon,None-of-the-above
  veera vaanjinatha priyan veera tamil asingam                       ,Misandry
 shinchan shinchan  mariyaa thai yaa pesuna    naanum mariyaa thai yaa pesuven   periya pundaiyaa tam pesaa tha     ,Misandry
 super brother   kannu kalangitten    keep it up,None-of-the-above
 evvanum edhuvum pana mudiyathu china va  athukunu oruthan varuvan,Xenophobia
 dai  edhu dhan da correct ana video  youtube la innaiku dhan da nalla video pathuruke  wish you guys   ,None-of-the-above
 malini akka love u akka     proud of u akka   namma feelings huh arumaiya velipaduthi irukinga akka       hugssss,None-of-the-above
 guru murthi  komma pundaya h raja ookka,Misandry
 hai        unga phone number kedaikkuma     ,None-of-the-above
 ippo kandu pudich enna panna poringa ,None-of-the-above
 s k  ungotha punda than kilinchi pochie   poi thaiyal podu    ungomma pundaila,Misandry
 boy ketfathu  no gril ketfathu  ok,None-of-the-above
 unmaiyaana friend eppovume thannoda friend nallaa irukkanunu thaan nenaippaanga    eppovum support ah iruppaanga     enakkum antha maathiri oru friend irukkaanga    so ungala   peraiyum paakkum pothu en friend yaabagam varuthu   ,Hope-Speech
 pen aanidam varathatchanai ketkum kalacharam vantha puriyum aankalukku ,Counter-speech
 vijay sethupathi voice pola iruku lite ah,None-of-the-above
 loh jen  she s human ohh athu nee solli taan teriyuthu,None-of-the-above
 magi priya  sapten maa nenga,None-of-the-above
 gobii  anna    ,None-of-the-above
 honey love  enna adi venum  ,None-of-the-above
 b e a  ada ponga thambi    oorukulla poi kettu paarunga    be padicha pasangale vendam nu idhe neeya naana laye sollitaanga ponnunga ,None-of-the-above
 dai punda payalea       unakubasingame nan thitran ne poruthuko papom     ,Misandry
 thevidiya mundaikala otha ommala ivalungaluku support panra baadu pasangala serupala adikanum,Misogyny
 lambadi pombala spotted at      yemma di,Misogyny
 makku padang i are     percentage perfect,None-of-the-above
 daniel leo u can try me    hahaha    clown,None-of-the-above
 sadam      dei pakistani thulukka   thayvidiyaa payalay oththaa peththa ponnungalai kooti kuduththu pichchai yedukkira thulukka thayvidiyaa payalay un thulukka thayvidiyaa payalunga vandavaalam dhandavaalam yeri pala varusamaairuchchu di ali pundai mavalay proof ceylonla singalnukku thulukka ponnungalai kooti kuduththu tamilargalai kaati kuduththa tamil thulukka thayvidiyaa payalungalai prabakaran suttu konnaar proof   google po  one day contract marriage  poor muslim teen girls raped daily by old rich gulf muslims type pannu thoooo maanam ketta yechchakalai thulukka thayvidiyaa payalay moothira satti kannada thayvidiyaa payal evrawnaai koothiyalukku pirandha labbai thulukka thayvidiyaa payalay ungomma aids vandhu pootaalamay di ungokka unthongachchi un pondaati yellaarum koyambedu bus stand graakiyaa irundhu vibasaaram panraanganu oorukkay theriyum nee avangalai kooti kudukkira dabar maama thulukka thayvidiyaa payal sari adhai vidu  un ponnungalai yenakku kooti kudu  un ponnungalin pudappa pundaiyai kizhzhichu raththam vara oaththu unakku thaathaa promotion kudukkarane da oaththaa    ,Xenophobia
 davinci code and marie medalin pathi video podunga,None-of-the-above
 bro nega vera level semma,None-of-the-above
 dai echcha raja serupu vara pogudhu unaku,Misandry
 bro keep rocking bro i m from bangalore ur fan bro i like ur videos keep going bro  ,Hope-Speech
 nenga unmaiyave vera level bro s           ,None-of-the-above
