Comments,Label
 akkka looosu mari kealvi keattu makkal manasa ellam kolapppeenga akkka,7
     akash  entha ooru machi,7
 china la yandha viyadhi vandhalum avaga baiya paduragalo ilayoooo   inima ulaga nadulagal first usara iruga pa       sapaaaa muku pakiga    sapa mukangala  ugaluku iruku irugada   ,1
 enna oru buthisaalithanam   kolandha porakkuradhu aanukum pennukum dhan apdina fertility problem irukkuravanga kalyanam pannikave koodaadhu adhane  ,7
 girubhakar t saadhi paarthu kaadhalai piripadhu epdi solluveenga  ,7
 umesh babu  pon namer sent,7
 enime paiyanuku veetla ponnu pakurapaa entha ponnu ok va antha ponnu ok va nnu kekathinga    ponnuu ok va paiyan ok va nu kelunga nnu soldra  ,7
 gh wb  echa vantheri aariya virunthalikku porantha thevidiya payale   un vaila en pulu   un gomma pundaila en polu   un pondatti pundaila en polu    un suthula en polu  un sutha kilichiduven   thevidiya payale,5
 karthi vasannu nee yanedaa sanskrit payru vachchirukay  kaydu ketta kammanaati kabodhi karungaali keezhtharakudi vasannu payru vachchuko  thoooooooooo  ommala  seruppaal adippane unnai ombodhu pundai mavanay  moothira satti kannada thayvidiyaa payal evrawnaai koothiyalukku pirandha ombodhu pundai mavanay  oththaa  ungokkaa unthongachchi un pondaati yellarum koyambedu bus stand graakiyaa irundhu vibasaaram panraanganu theriyudhu di  nee avangalai kooti kuduththu pichchai yedukkira porambokku pannadai ombodhu maama payalnu oorukay therinju poachchu di  sari adhai vidu   un ponnungalai yenakku kooti kodu maama  un ponnungalin pudappa pundaiyai kizhzhichu raththam vara oaththu unakku thaaththaa promotion kudukarane da oththaa  ozhungaa un pochchai mooditu po di  illainaa unnaiyum uzhzha thalli nungeduththuruvoam  thiruttu moorkan gandi nilamai paathiyaa  karnataka police kundi adichchu anuppinaanga  ippo tn policeum semthiya tmgyai nungedukkaraanga  aduththadhu indha mathi ketta maran dhaan di  list poattu thookiduvoam di  inimimay unnai ingu paathane un veetukku vandhu saavadichuduvane ,1
 waiting bro      fun iraku,7
 heterosexualuku freedom kuduthathunalla than neeyae pirantha    illa neeyae illa ma       ,7
 hindu  kadvul pera vachikkittu ennum ethanai naal yematha poringa          ungalakaka  narakathin  vayil thiranthu irukku      ennum ethir paaakkiren ungal kitta   ,7
 intha society la nammala marri aatkala ean accept panraga illa,7
 dai lusu kuthi ipaditha kasukku sappuviya,6
 enge boys sariya pesa vediyale,7
 murattu single kalyanamae vendam poga da,7
 dan lei    athu sari bro  unnala encourage panna mudila naa vidu bro     avanga life avanga future atha pathi ketka namaku  yaaru rights kudutha    irunthu poottumea    ,2
 magi priya  hmm ok maa,7
 bro semmma bro super  ,7
 pandiyan p  i m tiruppur kutty    ,7
 galatta channel la ivanga interview link kudunga pls,7
 neenga kekkuratha paathuttu naala pinna middle class family girlum kekkum na enna tv la ketta maari helicopter la varanumaanu aasa padrana ivlo tha na kekkuranu kekkum intha kelvi avinga appa amma va seruppala adicha maari irukku,2
 lakshmanan laksh  thanks   bro,7
 mera land   ench ka he           ,7
 ungka appanaium athavaium kondu poi vedu pannuvangka,5
 vedivelll comedy h raja sir pesuraduu,7
 s ravikumar s ravikumar  one time massage reply pana bro,7
  st time indha prank ah paathu aluga vandhuchu ,7
 madhavaraj madhavaraj  no no no no,7
 ivunga acha asal ponnu madriye irukanga   she s veryyyyy pretty        ,7
 anna ungluku kadvvul nambikai iruka,7
 dei iduga ena vena pantum aana buskula matum idugala vidama pana nala irukum      idu pakathula thoda vandale kayla iruka ela kaasayum na bayathula kuduthren       ,0
 komali gopinath   neeya naana vandha  naanga pesuradha cut panitu poduvenga idhallam oru show punda,7
 sakthivel kirubakaran  hmmm   i know   whatsapp number share pannunga   pesanum,7
 samuel sam yes gay dhaan,7
 deiiii raja neeyalam pesatha da poi seththuru apatha tamil nattuku nimmathi,6
 super care panni pesuranga great transgender   bro last nenga road la irukkiravangaluku  saappatu kodukkringa your channel super   like it,4
 h raja pasunathu oru pakkam irukatum   andala aasigama pasunavan ethira enna senjiga   nan vairamuthuku aatharava thann pesuvana entha muncha vachitu aandal koviluku poviga if also u r not hindu religion u should not hurt other religion some saying    people like h raja bring bad name to     hindus   ok  then what have u done as hindu when hindu gods where dishonored n spoken badly ,2
 shesa shesatri  sari nee mooditu po  una yarum kekala,6
 kadhayalla nijam  ne saavu otha gay punda mavane adichu saavadichuruva una,3
 adutha video venum nu kekaratha vida miga periya appreciation vera enna iruku  ,7
 super sir     idhu ketuvathu sila jenmamgal thiruthutum   ,7
 kumar laxman  punda unakku enna da mutta kuthi,6
                           sema speech      intha kanoliyai sinhala people and rajapatchakalum paarkanum english or sinhalathula pottu kaatunka muttal payal sinhalavan enru sonaarkal apove ippa ithai ivarkal thaankal muttalkal thaan enru kaaturaankal rajapatchakal,1
 life experience  ok dude super   ,7
 indha kaalathula ippadiyum irukkaangalaa    oru pennoda urimaya oru penne thappunu soldradha  paatha koobamdhaan varudhu paaraatta thoonala  ,2
 yaa muthavi unna patha pombala mari illa ambala marium illa,0
 vayathavira yellam pesuthu loosu loosu muthiiii pochi kovam than varuthu ,7
 bigg boss   ku varuvangalo      ,7
 jathiya sir soru podapoguthu       namma tamilnadula ennaiki entha jathi pakkuratha olikirangalo      annaithan nadu urupadum,7
 sentha naiya enthana vatiya adipinga    criminal is a criminal     summa brahmin braminu athae paata paditu irukinga   ,7
 ippa population controlnda shock avrala mark my words innum sila nooru varudangala manitha iname alingirum hahaha by these people,7
        appu alter ah irukanum  idukku vaccine kandupudingappa      pongada neengalum unga  news um ,7
 nice tire love never fail,7
 yallarumey adippanga jollykaka kuda siss,7
 unmayave antha manasu than kadavul                ,7
 nanba na kerala ponnu   onga vedio remba pidichirikku,7
 h raja punda magan it t      othaha    ,6
 andha black sari la irukura lady yaaru   serupala adikanam da,5
 yaru yaru support pannanumnu government ku theriyum un velaya paaru avanga avanga ista padi avanga avangaluku vazhanumnu aasa irukatha ithula unaku enna prachana ippo nee oru ponna love panna kodathu kalyanm pannika kodathuna unakku epdi irukkum antha maarithan gaykum ok,2
 ada psycho ithula enna da avaru mookka udaikkira madhri pesunanga   sanghi sunni,6
 antha  akkavitgaka  like pannuran              ,7
 muttalthanama pesureengalapa  female  male thane baby pirakkum appram ethukku kudumbam,3
 ayy ar  enjoy sunday  nalla sappittu rest edunga romba drinking pannatinga iove you ,7
 gu ganesan dhevudiya makane punda makane koooothi makane,6
 neegalum oru  ponu  vaiche  irrukiga  apoo ungalaku  therium  gopinath   endha  madhari  topic  adukkaradhu  romba  thappu,7
 first yethukuga kaasu tharanum ivangalakku atha yerachu sollunga,0
 u can get me in fb mani shankar iyer,7
 vimala lingam  lemon la eluthi    days pooja room la vasiyam panirunga akka vita mattaru,7
 dowry vaangitu vara ponnunga suthama nammalayum namma veetaiyum madhika maataanga bro   adha solli kaatite irupaanga ,5
   masam baby la irunthu       vayasu patti varai alaijavanuku evanga mela orasurathuperiya visayam illa,6
 i think raja spoke right,7
 p  nagaraj       koodakovilsouthstreet,7
 gnanaprakash s  first neenga thaanga,7
 martin nayagam nadar nee solrathu correct taan  st un name la irukkura nadar ngra jaathiya edu   ,7
 nalla ketta ta   nakkapottukuramathiri hhahaha,7
 en ma poi solra nan varathatchanai vangalai anal unnai mathiri ponnugathan ketu vanguringa,7
 poda theviduya paiyanae   unaku  mohammed nabi pathi pesa endha arukadhaium ila    neeyae loosu punda     un amma una aruku pethanu ketu vandhu nee idhula pesu,6
 madhu balan  kavalapadathinga bro yean v la na ennum sollala apdi sonnalum havanga eanna yeathupanga yeana yean appa amma ku nan tha mukiyam entha oolagam eanna sollum kavala pada mattanga,4
 samma samma samma sammaiya therikka vedunga    b a b  s,7
 i love her attitude        chennai slang semaya iruku   ,7
 but sis avangala andha thappu panna namma dha force panromnu thonudhu   indha society avangala purinjittu avangalayum equal ah nenaichi   work ku la kudutha kandippa thappu panna maattaanga   vera vazhi illama dha neraiya peru thappana vazhila poraanganu enakku thonudhu   ,2
 neenga soldra kekka romba jealous ah irukku bro,7
 yov   sema ya neenga   day by day   semaiya enga heart la engaiyo pooringa     please part   takkunu upload panunga    we are waiting   ,7
 seeman evanai searuppal ethuvarai nee adithu katte erukkanu oru vadanattan bihar payal entha payal peasura alayukku evanda thiyreyam koduthan,1
 s k  ungomma pundaila en pola vidava  un pondatti ya anuppi vai  ava pundaya kilichi anupiren,6
 yen pa  oruthar   per itha sonna sari  but india la lakhs kanakula gays lesbian irukaga  ethiku intha mathri feelings varuthu nu parunga     something innovative,3
 thalaiva unakku meesatha vera level yan ya save panna,7
 neenga sathikarathuu night       pm na pathuirkaa madam in nelson manikam road la,0
 you look more beautiful  sis,7
 babu natarajan  number varala please resend,7
 shiva vignesh  kommala seemaanukku kootti koduda potta,6
 kaayangal ullavarku thaan athan vali puriyum     great malini    ,7
 ramesh g  ungaamma un  pula umbucha super bramin kudumba day ninga apidiya modi pulla yoi un pondati tevudiya va umba choolu no oru gandu tevudiya paiyaaa    ,6
 yeppa    nanba nanba nu urugatha   irritating                     ,7
 kalacharamum illa oru mayirum illa,7
    mozhi therintha oruvarai avamanapaduthiya ivarellam pesa vanthutaru,6
 aprom engaaa     reservation irukku    talent irundha podhume   ,7
 nenga solli thiruntitalum ulagam alinchirum,7
 ameer dheen  pon namer sent,7
 hakkim doctor  nan nalla iruken  doctor illaya  ok,7
 a mummy kuda shinchain pakkuraga  ,7
 super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super super                        ,7
 oru naal naanum allutha naatkal undu  en nanbanukku    ennaal  solla mudiyavillai   naan appozuthu avan nelamaiyai purinthukolla vellai   eppozuthuthaan purikirathu  naan thavaru seithuvitten endru  avan eppozuthu ennidam illai naanum avanooda illai  intha video paathathukku aprm avan enga erunthaalum nalla erupaanu nambaren      thks for remembering  keep rocking brother s  ,7
 romba mukkiyamana interview ithu unaku ithu thevaiya dai dai,6
 kelvi ketta ivanungha enna per venumnnalum veipanungha    ,7
   jey    i m   ,7
 ramesh selvaraj  pon namer sent,7
 super anda akkavukku enathu anbarntha vaalthukkal thirunangai vaalga    ,4
 ramz mesh  give ur number,7
 neengala chennai la kekuratha vitutu south la vanthu kelunga seruppala adipanga,7
 sathiyama kaanu kalanguthu bro neenga veara leavel,7
 nee  vasathiya iruka ketkura    apo kasta padra ponnu    sollunga,7
 sir neenga news solluringala illa class edukurengala,7
 ivan thirungai ila oru jens,0
 rafeeq samreen rafeeq samreen  dey mohamad ella pombalaigalaiyim othukunu alanjaaan    arabia religionuku sombu thookuriyaa,6
 siva selvaraj  enakku venum bro,7
 neet exam ku niya nana episode create panuinga pariyalavil poogum,7
            oh apdiya   neeinga yaaru boos       ,7
 super da vera level keep rocking da ak clm,7
 innocent raj  enna profile vachiruka nee instagram illa sollu,7
 dai  naduvara unna partha than da   over ha kovam varuthu   badu,6
 mic neenga video podunga pls   na unga story keadda piraguthan kai adippen    night mattum than keppa pannuva   unga story suuuuuuper       ,7
 samsung k  enga veetla yarum ippadi public mandaiya udaikkala k,7
 kingisalways king   ella vidhigalukum vidhivilaku undu,7
   k thana chill pannu mapi,7
 ivan mugam parapathurku nall thevidiyaluku pirindhavan madhiriyeh iruku,6
 pundai mavani raja onukiu vatila ponu erntha anubau,6
 dhaasikku   pirandhavane matravarai part hu  ppadi silvan,6
 aama boss ava oru thiviravadhi  isis leader,1
 unna seruppala adichi tamilnada vittu thorathanum da chi parathesi payale,6
 catholicdan yesus  rajini ku poduradum bjp ku vote poduradum   dan,7
 sooooooooooooo cute u r sister  ,7
 gay pasanka na unkaluku avlo kevalama poirucha  nankalum manusanka than   subscribe   like ku ipati panathinka arivu keda jenmankala,6
   edhayum evanunga vittu vaika maatinga da,7
 dai enda indha mari oruthavangala kootu bayamoorthy aada la uttu video podringa thoo vekkaketavangala,6
 malini are super   i like you   are u inteligente girl   ,7
 bro sikirama pannunga pakanum aasaiya iruku       ,7
 china vai world irundu destroy panna vendum,1
 selva kumar  h r u,7
 akka neenga veraleval really god you     ,4
 avanuku puducha avan bedroom la yaru kuda yennamo pannitu poran athula eannapa thaapu athu avn asa avan urima ni yen avan bedroom la poi pakkura so if they like they can do  ithu thappunu pesuravan pathi peru intha thappa pannirupanga,2
 evan oru thavadiya paya hiv raja,6
 ayya       andha boy chennai  alwarthirunagar  swimming fool   saarndhavar      ,7
 enna bro prank painna sona nadagum painringa,7
 dai h  raja tamilnattula  vanthu ne iptilam pesurathukku onnoda thalaiya vettanum,6
 ponne ketta athu kodumaiyulum kodumai,7
 am tg k va       nanum oru ponnu tha ana ya no passable nu solaranga      enala oru baby mattum tha kudamudiyathu    na pakarathu oru mari thana irukan ponnu ku irukaramari tha na iruka ana ya no passable       ,2
 ennada puthusu puthusu reel viduringa    china         ,1
 bro evvanum otthuka mattanga       religion culture nu loosu mari pessuvaanga,7
 unaku ithu correct nu solla urimai irukuna nature ku against ah iruku nu solla engaluku urima iruku,3
 guru vigneshwar  dai komala poi soluda,6
 aiikkk vijay sethupathi voice ah  ,7
 nallatha sonna yaarum adika maataanga  nee vaaya mooduda gopi pannada,6
 drump america president haa vanthu irruntha entha time ku china illa maa poirukum,1
 vera level ji  antha akka na eruka samy nu ungala hug pannumpothu kanla erunthu thana thanni varuthu  ,7
 ulaga maga nadippu da saami  but andha akka really lovable  ,7
 yenakum ippadi than nama yena pavam panomo,7
 navaladi ram  haahaa nattula niraiya peru veliya solla bayanthu eppadi than seiyuranga,7
 intha concept thirumba pesuninganna naanum kalanthukre na kalanthuttu jaathitha mukkiyam nngre thalaipula ukaruve  ukaramattum seiyamatte oru manitha vedikundaanga irukre jaathikku mukkiyathuvam kudukravanga kondruve  kaandethuranungo sethu tholaiyattum,7
 but okka mudiyadhu  oomba dhan mudiyum  ,7
 edhula eanga avanga avar mooka aruthanga      apdi sutthura ponnungalaila seruppala adichurukanga        tittle eanna       ,5
 oru ponna love panna pethavanka illanna yaro oruthan konnuduvan illa nna yemathittu kolanthaya konnuttu poiraluha athan pasanka virakthila ipdi panrankannu nenaikren,7
 ennada thaguthi venum avaru on um nabi patthi thappa pesala nall vidiova paathutu comment pannu,7
 nan romba kawalaya irukken friends    aaruthal sollunga   ,7
 indhamadhiri paadhiperu ipditha but nallavangalum irukanga,2
 she s looking like a girl  awesome  ,4
 anaci rompa vipirasan a pesuraru me,7
 bro srilanka por city parthi vidio podungel bro,7
 vignesh apsv poda para punda,6
 dai maanaketta h raja      en thaai aandal tamil thaai        athai neethaan hindu enra payril thirudi vittai       hindu endral thirudan endru artham       hindu enpathu tamil sollay ellai       eppo sollu yaaru aandalai hindu ku piranthavala maattri      thevaradiyalah mattriyathu endru        vethala jakkuvaayan yetchah kuoooja      thuoookki,6
 sunil t  fyn n u,7
 namaku panam nagai kadaisi vara nam kuda varathu namma valkai thunai tha,7
 evalooo pirachana iruku natula ippo ithu romba mukiyama nu kettpen na ippo idha accept panna aprm avagaluku etha pola laws ah puthusa create pannipaga,7
 hiroshima nagasaki ya pottu thalluna madhiri  china va mothama pottu thallungada,1
 naa aluthutten really avungaluku yevlo nalla manasu ,7
 rama manohar  transgender ku kooda pool irukum     athukaga avanga aamabalayaa    pool irukavan lam aambala illa bro  ,0
 akka neenga romba nalla ierukganum,7
 ram god bless u da ,7
 unmayana love veli paduthanum na yosika theava illa,7
 goundan da jaathiya vittu kudukka maatom,7
 vera level bro congratulations     love you so much,7
 solla mudiyathu unga love avanga love accept panna kuda vaipu eeuku,7
             aandal pundaya okuren va   ,5
 sappamookanunga    kandipa doubt ah illa avangadha uruvaakirpaanunga,1
 black mamba  avan azhagu  chubby boy  kundu paya soladha,7
 dai  pacha satta nayee lusu payalee   ,6
 mithun kumar  we havnt met yet  ,7
 deepak saravanan  poi oombu da thevudiya paiyaaa,5
 in yaravathu pirasanai nimitham koodam koodinal yellorum niyaathuku kural kodungal makkale ,7
 pengalai sexual bangampannum brahmins  psbb ,7
 poi saga sonnen    ivala mathri gays and lesibians   ,3
 anu lenin  nice explain  ,7
 sekar kannan  nee enaviruthi panra koottama   ,7
 part   lam vennam bro     ,7
 epa tv la media la vanthu ukanthutu pesra entha malini yellam munadi  pesieruka maatanga thevaillatha kanmoodithanamana  suthanthiram vethanaya thaa tharum ,7
 ganesh neenga romba right naanum gay dha andha vazhi enakum theriyum enga parents othukaama marriage panna paakuranga   ,2
 neghe sone and he nalle palakavum ennode husband kette ellaghe sir,7
 nanbaa oru hi sollunga yarra irunthalum ok than,7
 yen da ippa unaku accident aagi hospital la iruka unaku blood thavai paduthu appo en jadhi la iruka oruthan than blood tharanum illa na sethu poran  nu solliveya nee  matala appo enna m    ku da jadhi kattitu theriringa  ,6
 channel name ah maathunga thambi    innu yen avru name use panringa   ,7
 hahah enaku ellam mudinjidichi sootha mooditu pooda dei ,6
 kalaivani r  baby pirantha theriya paduthunga enaku ,7
 ungala mari yella aampalaum irutha super,7
 kumar ksamy entha kalathula irukinga bro,7
 unmai romba oveah poranga prank perla,7
 avanga dance pannum podhu alithuten    ,7
 eppo ponnu kodutha podummunu errukanga,7
 engala mathiri pasanga rompa rompa pavam society ku purithal entha movie moolama varumnu ninaikkiren,7
 ithoda secont part seekirama podunga bro,7
 anger onaka ponu     l kata kudupeya  ne sampatekura kudupa,7
 supr bro mathavaga personal pathi pesa kudathu  navin prasant ac,7
 thala sathish  enna crct panna paakkuriyaa,7
 ponnunga irukura varaikum nadum veedum nasama than pokum,5
 china kula yarum pogama angarnthu yarum varama first step edukanum,1
 puriythu theriyama pesitan manichka pa,7
 nee soldrathu ellam poi da,7
 ipdi solringale neeye oru gay ah enna,3
 gopi pesradha paatha     pengal amma appa torture panni varadhatchanai vangalam nu soldrar pola    avarukum oru ponnu irukku adhu niyabagam irukattum,7
 avaarde feeling vech prakandaerunnu avaru deesentae jeevikunnavarne,7
 call me             ,7
 nanum matirukken friend oda anba mobile la thappa chat panni  avan friend oda ammata enga vitla ellaru kittaum solli asingama pochu,7
 sema human being antha akka     at a kind heart     ,7
 anand sir is good human being,7
 en bro shruti hassan kevala paduthringa,7
 raaja  rajaathaan  super simon   krithuva  kaikooli,6
 gk nawin  onana kuda vittu vaikkatha eru jathi thevidiya pasanga thana neenga theru naikku podavai kattina kuda orasura payale adanguda,5
 poda echa rajaa thevudiyyaaa payaleee,6
 uggala anakku romba pudikkum ma       ,7
 yes ur rte  sirpangal la irukku    british than intha anti gay law konduvanthaanga     ,3
 indha noi avadhu paravama patukunga,7
 maharajan t  en hus um thaan,7
 ivangala vida theliva yaaraalayum clear explanation kudukka midiyaadhu  oruthan innoruthana adichu kolran  idha vida seer kedu enna irukka pogudhu     fantastic answer  ivangala thappa pesura ayogya naaigale   nimmadhiya vaazha vendiya vayasula vetti kolla padraangale   adhu enna kalaachaaram nalla irukka panreengala da    first aduthavangala nimmadhiya vaazha vidunga da  apram ella mayirayum pathi pesalam  ivanga sonna maari indha naatla pengala rape panravan la hetro sexual than not homosexual  sila naaiga pengal kitta thavara nadandhutu inga vandhu vyaaakaanam pesuraanunga  mathavangaloda unarvugalukku madhippu kudunga  don t be judgemental ,6
 konjam un sutha muditu yellarayum vazha vidunga da,6
 nalla kalaachaaramaa  british kaalathu sattam         namma naatu kalaachaaram homosex ku epavume support ,2
 ivangqla pidichu jail la podunga ayyo paavam nu paakathenga,0
 bro vera level ennala video pakkave mudila enakku aluga vandhuruchu  ,7
 naan driving solli kudukirean driver ah irukean     thirunangai ku ithuvara driving solli kuduthirukean antha eallaaraiyum eanaku      pudikum best people s avanga,4
 ar  u  number  kudu,7
 h  raja  speech wonderful,7
 poongavanam r  ur watsapp number,7
 ithula vera pottanagai appauku adaguvaka kudutha husband sandapodranga paruga ennamo ivanga seithu engaluku potu alagupatha mathiri,7
 ella gay    comments la irukku,7
 tricky minds  ne ambalaya pomabalaya adha solu ne paatuku item mari koopdra thelavari punda vandha rendu olu unga ootula inu yaru iruka solu,6
 dai ava seththu poitana ennada pannuviga,7
 sari ma but mj sona irupu pakathil ne irukurathan enagu santhosamnu solirukanga ilaya oruvela nan thapa purunjukitano    anyways tanq ma   ,7
 rendu peridamum thappu illa    oru karuthu verapadu yerupatathunal iruvarukum intha prachanai      ,7
 amma ta kellam but avanga uiyir pora azavuku kekka koodadu enna,2
 sa        ungal viruppam yanna,7
 aathadi    ivangala pathale payama irrukku     ,7
 ella mooditu appadia okkarungada     managketavangala tho ivalugla vachu film edukranuga par  avangala serrupala adikanu,5
 daiii sappa mooku karanungala     ungaluku mattum enga irundhu daa pudhusu pudhusa  virus varudhu     vaazha vidungada   ,1
 mother sendimant in thirunangai fillingsa gaadi eruginga thirunangai modivshan,0
 definite aah na oru transgender aah adopt pannuven    illa enake oru transgender babe porandha kandipa valapen,4
 vera level anna super anna      ,7
 ama akka antha nattai azhlicha sari ayeedum antha alla vukku kovam varuthu irrukkara virus athuvay yeppa pogum munnu thayriyala athuvay yennum pala varudangal kannum ,1
 puttamma kaliyur  u are a gay,7
 inum inga corona ne vey mudila,7
 priya bhavani akka vida trangender akka looking nic     pesama nenga heroine aa try panalame,7
 ithu pola kumbala vittu vaika kudathu ozhunga iruntha avangala vanangalam ithupola iruntha adichu ozhikanum,7
 sir manasu eruntha pothum sir ena,7
 duraimurugan bjp b team corporate dog,6
 babu natarajan  ne enna pannuva unakku enna pidikum,7
 super film sir  i never seen before lgbt films  i like this film,7
 gh wb  un amma   un pondatti    in thangachi  un akka   in grandmother   elloraium naan oppen   anuppi vai,5
 ithu poe china america visiranai nadakamal irupathuruku ivargal plan,1
 sappadu koduththu othukka wendam  itukka idam kodunga    antha kasil      peles       peles,7
 selvaraj selva  nega yaga irukiga,7
 to china  vanakkam da mapla   mothathula vaazhave vida mattingala ,1
 nee oru oombi echa modika kunnaya thooki vaayila vachirupa echa raja thevidiya payala naayi,6
 panraanga ji may b ungalukku therla pola  ethanayo per idha parents othukala nu suicide lam panraanga,2
 moooditttu pongada   nonnaingalaaa         nalladhu panromnu     nalla ponnungalummm kettu poiduvaaangaa        appa amma    paathu ethu pannalum  namakku  ok nu ninaikura ponnunga irukkaanga       plzzz avangala change pannidaathinga        appa ammava purinjukkittaa endha ponnum    thappa irukka maatanga         purinjukaama irukkka baadunga thaaa    thappu pannum    selfish a pesummmm,5
 ponnunga eponum thappu than pannuvanga,5
 mr gobinath sir ponnunga avanga ammata yenna venalum kkadum k but j  kuta porantha thambiyavo annanaiyo katan karanakidu poganunu nrnaikurathu yenna nayam sir vegama kkurangala varathachanai pasanga kkuranganu love mrg panni enaiku sothum venam yethum venanam love panna ponna mrg panna podhumnu nenaikura yethana pasanga inaiku love mrg pannirukanga avolo yen nane love panna ponna mrg pannen ava padipukaka bank la vangana loan natha epa katturen na varathachanai koduthudu tha pa vanthuruken ethuku yenna solrenga,2
 fuck your  aandal   tevidiyea    tamilnadu pati  unaku enada thrium,6
 hello bro neenga solrathu thappu ennota sister marrage ku  lacks kadan vanki than pannom    but ennota akka onnum aptiye pokalaye athota juwellariys a vachum enga mama kitta vankium enga kadan adaikarathukku help panni irukku    ipti naraya per irukkanga    so nambalum periya puthisali thanama kelvi kekkuromnu kekkathinga,2
 yenga hetrosexuals ku irukku lol ippo andra la honor killing nadanthuruku  avanga heterosexuals thaane  kalyanam panni vekiradhu kuzhandai kaaga thaan  aana aadhi manithan kalavi seiyum kuzhanda porakkam avanuku theriyadhu  avan first therinjadhu kaamam thaan ,7
 anna umiyava samaya eruthu next video nagala wait panurom anna sekarama poduga anna,7
 storm breaker  unga ammave enkitta paduthu than da unnaye peththaaa   unga amma pundaya first paathathe nathan da   unga amma ivlo naala en kunnaya oombithan unga amma unakku soru poduraaa    nalla kaamipaaa da unga amma   ,6
 aids raja yaar theriyumaa kazhmozhi pooda  adutha ahh raja,6
 dislike potta     perum kalaachara kaavalargal        ,7
 enna  phattalea   maathi than da irukka        ,6
 mapla totally dif da avanga manasa pakkumbodhu kan kalangitenda   ,7
 vera level nu sollvangale adhu idhu dhaan,7
 thirunangai la yellarum ipdi kidaiyadhu sila nalavangalum irukanga  aana ipdi panravangala la dhan ozhunga irukavangalukum ketta peru varudhu ,2
 ella avanga asai padalam nama vetla erukra porula one share but fulla venum apadi soldrathu nay ama ella paithiyama,7
 mavaney unakku irukku oru naal,7
 gh wb  ungotha pundaya poi paaru   nalla kilichi anupitten   poi thaiyal podu,5
 magi priya  saptingla naa epa than saptu vantha,7
 r ramya  bhuvana   yours name plz   ,7
 senthamarai selvi ne nerla pathiya d koothi moodu video pathutu ne pesuva unaku therium adhu avan wifenu po d,5
 super girls sema pa   but innum varathachanai kuraiyala ,7
 ethavathu uruppadiaga idea vai chollunga,7
 yenda  title  thappa  poduringa,7
 avan appadithan    ivana mari niraya patruken   kadaisila avangalukke aappu aguthu theriama poium,7
 hi cikku gd morning have nice day love u     ,7
 antha aasiriyar oruvela indirana thannai karpanai panni iruparo     ippadi pattavargalai kandippaga bramana samutayam cini ulaguku promotion koduthuvida vendum  ,1
 ivaru oru vela vaanga ma irruhu irrupaaro,7
 correct superb truth   penkallai eppadi addikkallam   enru therium kavallikall,5
 praveen kumar boss chumma ivanungka natikiranunga   ivanungalukum pannirupanunga,7
 babu natarajan  karumal aj   ,7
 ore visayam pidikadhu     sabam vduvangle    ,0
 dei black sata iyooo sinungurane   thaliye nilu da pakatula engaiyum public la vanturatha unaku gay ok tan ana nee love panra partner kum pidikutha pathutu po athan nee seiyura miga periya uthavi aiya,7
 sennila akka     romba azhagaa irukkeenga     kavalai padadheenga akka    god bless you            ,4
 puvana puvana   enka appa aptithan enka amma   yelamey enka appa than vanki tharuvanka   enka patti v la vasathy ila but enka appa kasta ptu epo nanka nala nilamaiyela erukom thank god,4
 i like u vj anna,7
 eantha naiya first jail la podunga,6
 ok bro china  apudiye panirendha namaa yan pandruth bro   ,1
 real girl mariyea erukanga pa,7
 paruga thirunangaina avagakudhu pesatha avangakudhu palagatha unnaiyum penna mathi ruvaganu solluvaga ippa pathigala antha paiyan evalo soliyum unga appa amma ketta sollunnu thana sonnaga   seri va va nnu kuppetagala neega le sollunga avanga rompa nalla avaga than thirunangai ya mathika vendhom   babu g karaikudi,4
 otha  thevdiya  unaku vera concept eh kedaikalaya,7
 prince vegeta  unggale maathiri pesura butthi enakku ille    naan saga manushanggala mathikkira aalu     neengge reply panne  vithathileye terinjirukkum yaaru eena paya nu,6
 madurai cinema hall a enaku nall fun kidaichathu,7
 unmai la iva echa raja tha,6
 dai h raja thevdiya paiya muditu poda punda,6
    vayasu aaita oon pulla onake sontham illanu solriye da pepunda apo    vayusuku apm even kuda venunalum ethana peru kudanalum padutha onnum illa ithala oru matter ye illanu solluviya da sunni   jathi illatha ponnu mattum venum jathi ulla scholarship and matha salukaikala venuma   ithuku palaperu pudichu oompuda pacha satta punda magane   daiii intha mannu irukuravara jathi irukum da atha yaralayum matha mudiyathu da   yen pillangalukum itha solli kudupen da   ,6
 last line speech sema sir,7
 mani m  number kudu machi,7
 s maam even i feel the same   ,7
 babu natarajan  hi i love you num pathutu utan delete panniru onbthu nalu eattu eaalu rendu eattueattu  rendu  onbthu munu,7
 super anna             veara leval                ,7
 first anda allu ena varthai kettan first podungada   ivanga pesuratha mattum eduthu iruga,7
