Comments,Label
"	பல ஜாதி மதம் ஒன்றாக வாழும் நாட்டில் அவரவர் அவுங்க religion a follow panni அவுங்க அவுங்க velaya பாத்தா பிரச்சனையே வராது",Counter-speech
"	இதேபோல் நீச்சல் குளத்தில் மாணவர் சாவு திருநெல்வேலியில் நடந்தது உண்டு.",None-of-the-above
"	நடிகர்களால் அரசியல் செய்யமுடியாது",None-of-the-above
"	ஐயா சீனிவசன்‌ அவர்களுக்கு சிரம்‌ தாழ்ந்த வணக்கம்",None-of-the-above
"	கமலகாஜனை  செரூப்பால அடிப்பேன்  ஜாதி பத்தி பேசுறது  யாரு",Misandry
"	செம அருமையான பதிவு மகிழ்ச்சி",None-of-the-above
"	இந்து மதத்தை வைரமுத்து இழிபடுத்தாத பாடா!!; சீமானுக்கு இந்து மத அழிப்பாளர்கள் மேல் என்ன கரிசனம் தெரிஞ்சுக்கலாமா??; திக் காரனும் வேல் ஏந்திக்கிறான் அதே மாதிரிதான் நீயும்!!! சபாஸ்டியன் சைமான்று உன் உண்மை பெயரை போட்டுடைத்தார் ராசா!!!; இத்தனை நாள் இல்லாமல் திடீர் திடீர் என்று வேலு",None-of-the-above
"	கமல் இன் அறிவு அவ்வளவுதான்",None-of-the-above
"	அப்டியா உறவு கேட்டு    ரூபா நீங்க தரலன்னா நீஎன் சாதிக்காரனே இல்லை  அப்டி ஒருத்தர்(சாதி உறவுக்கார்) கூட  சொல்ல மாட்டாங்கன்னு சொல்ல முடியுமா.......",None-of-the-above
"	யாரும் பேச தயங்கும் விசயம்..... நீ பேசியிருக்கிறாய்..... thumbs_upமாற்றம் ஒன்றே மாறாதது.... அனைவரும் உணரும் காலம் வரும்thumbs_up",Hope-Speech
"	தமிழ் கேள்வி எப்போதும் பாமர மக்களின் குரல்...",None-of-the-above
"	என் புருசனும் அப்படிதான் சிஸ் இவனுக்கு என்ன பண்றதுனு தெரியவில்லை loudly_crying_faceloudly_crying_faceloudly_crying_face",Misandry
"	சரியான பேச்சுதான். நம்பிக்கை இல்லாத கம்மனாட்டி",Misandry
"	ஆனந்த் சீனிவாசன் சொன்னது முற்றிலும் உண்மை",None-of-the-above
"	ஐயா அருமையாகவும் மிக தெளிவாகவும் கூறினிர்கள் நன்றி",None-of-the-above
"	fathima உன் பெயரே தமிழ் இல்ல நீ யார் இங்கே வந்து ; ; து அந்நிய மத குள்ள நரி",None-of-the-above
"	Same problem sisloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_face அவன் குடும்பம் னா அவனுக்கு உயிர் ஆனா நானும் என் குடும்பமும் ம..",None-of-the-above
"	இவனோட பின்னாடி  பேர் இருக்கானுங்க அப்படிங்கறதால  இந்த நாய் இப்படி பேசுது",None-of-the-above
"	இப்படத்தின் மூலம் மகன் மாற்றுபாலினத்தவர் என்று தெரிந்தும் ஓதுக்கப்பட்ட பிள்ளைகள் படும் கஷ்டங்களை அழகாக சித்தரிக்கப்பட்டுள்ளது.இப்படத்தில் நடித்த அனைவரும் அருமையாக நடித்துள்ளனர்.தாய் மகன் உறவையும் அழகாக சொல்லியுள்ளனர்.",None-of-the-above
"	விருந்தினரை பெண்கள் கூப்பிடனும் அது தான் மொறை சரி  ஆனால் பெண் வீட்டு உறவுக்காரை யார் கூப்பிடும்   மதிக்காத கணவர் என்ன செய்வது?",None-of-the-above
"	நீங்கள் சொல்லுவது கண்ணியமான பெண்களுக்கு மட்டும்தான் தம்பி",None-of-the-above
"	இரண்டு நாய்களும் பொறம்போக்கு தான்",None-of-the-above
"	Very good. நீதி நியாயமான முறையில் பேசியது வரவேற்கப்படுகின்றன. ; குற்றம் குற்றமே என்று சரியாக வலியுறுத்தப் பட்டது. folded_handsfolded_hands",Hope-Speech
"	ஆணுக்கும் பெண்ணுக்கும் சம உரிமை என்றால்",None-of-the-above
"	வைரமுத்து சுன்னிய ஊம்புடா கம்னாட்டி உனக்கு தமிழ்நாட்ல என்னடா வேலை ஓடுடா உன் தாய்மண்ணான இஸ்ரேலுக்கு",Xenophobia
"	சமூக நீதி காப்பாற்ற வேண்டும்.",None-of-the-above
"	போட எச்சயுடய விந்து பிறந்தவனே",Misandry
"	+Elangovan Vadivelu உன். அம்மா பச்ச தேவடியாவா",Misogyny
"	இவருக்கு தான் அடுத்த மத்திய நிதி அமைச்சராக பதவியில் நியமிக்கப்பட வேண்டும்",None-of-the-above
"	மறத்தமிழன்டா  நீ எந்த ஊரு?",None-of-the-above
"	டேய் சூத்திர தாயொலி இடஒதுக்கீடு ஊம்பி பிகிச்சை எடுத்து",Misandry
"	  வயசுல வாழ்க்கையே வாழ்ந்து முடிச்சாச்சி எல்லா கஷ்டத்தை யும் அனுபவிச்சிட்டேன் இதுக்கு மேலே திருந்தி னால் என்ன?",None-of-the-above
"	குலம் அறிந்து பெண் எடு",None-of-the-above
"	இதில் எச்ச தான் அதிகமாக பேசியுள்ளார். இதை டிரட் ஏன் செய்கிறீர்கள்?. கேவலமாக பேச்சை ஏன் அதிகமாகப் பகிர வேண்டும்?",None-of-the-above
"	எட்சை baadu raja nee intha வார்த்தைய பப்ளிக் பேசுட பார்ப்போம் baadu",Misandry
"	priya priya  புண்டை இப்ப நீ உன்னம்மா",None-of-the-above
"	Tentu Kottai ஐயா அவர்கலே இந்து மதத்தை பற்றிய கவலையே ஜாதி பார்க்கிறார்கள்   ஆகையால் தான் தமிழ் இந்து என்று குறிப்பிட்டேன். எனக்கு தமிழ் மொழி மட்டுமே தெரியும். சமஸ்கிருதம் தெரியல ஆகையால் தான் ஆரிய இந்து வேறு படுத்தேனேன். இந்துக்கள் என்றால் அனைவரும் கருவறைக்குள் அனுமதிக்க முடியுமா????",None-of-the-above
"	கண்களில் கண்ணீர் மட்டுமே வருகிறது... பேசிட வார்தைகள் இல்லாமல்... உண்மையான அன்னையின் வலியை",None-of-the-above
"	அதான் சங்கி டைட்டில் கண்டுக்காதிங்க",None-of-the-above
"	இந்த செந்தில் பயலுக்கு எதுக்கெடுத்தாலும் சாதிய புடிச்சி ஊம்பரத தவிர வேற ஒரு மயிரும் அவனுக்கு தெரியாது போல..",Misandry
"	முதலில் மனிதனாக",None-of-the-above
"	இப்புடி கேட்டதுக்கு நீங்க அவனை செருப்பால அடிச்சிருக்கலாம் நெத்தியடி சூப்பர் அண்ணா....",None-of-the-above
"	இவன் ஒரு அல்லக்கை",None-of-the-above
"	ஐயா வாழ்க்கையில் ஏதார்த்தம் இப்பொழுது இல்லை",None-of-the-above
"	பிராமின்/ அந்தணர் என்பது பிறப்பால் வருவது இல்லை.இது தான் வேதம் சொல்கிறது. நீங்க மற்றவர்களுக்கு ஆசன் ஆக இருந்தால் தான் அந்தணர்.",None-of-the-above
"	priya priya தேவிடியா மகனே ஊம்புடா காசு தாறேன்",Homophobia
"	Srinivasan sir sonnathu unmai பிரaமினர்களுக்கு தவறான பெயர் வாங்கி கொடுப்பது மதுவந்திதான் all braaminar  எங்கள் sagothari சகோதரர்கள் மதுவந்தி பிஜேபி ஆதரவாளர் அவள் இப்படித்தான் பேசுவாள்",Misogyny
"	இதயம் பாய்ஸ் செம",None-of-the-above
"	அண்ணா நீங்க ரொம்ப சூப்பரா கேக்குறீங்க ஜாதியை வேணாம்",None-of-the-above
"	கல்லு தான் கரையும் sister. பாறை கரையாது sister.",None-of-the-above
"	T shirt மட்டும் சிகப்பு இல்லை சிந்தனையும் சிகப்புதான்.; சிறப்பு",None-of-the-above
"	இந்துக்களின் காவளன் எச் ராஜா",None-of-the-above
"	அத்தியாவசிய மான உணவு உடை இருப்பிடம் அடிப்படை வசதிகள் செய்து கொடுக்கும் பணியை செய்தாலே நல்ல தலைவனாகலாம்....",Hope-Speech
"	டேய் பெருக்கி உன் பெயரை நீயே சொல்லி விட்டாய்",None-of-the-above
"	ஜாதிய எதிற்கும் நாய்கள்க்கு நீ பறையன் என்றால் ஜக்கிலியன்க்கு உண்ண பொண்ணை குடு நீ பள்ளன் என்றால் பறையனுக்கு குடு இல்லை இவர்களுக்கு மேலானவர்கள் என்றால் இவர்கள் மூவருக்கும் குடு சும்மா வெட்டி பேச்சு புண்டைய பேச கூடாது",None-of-the-above
"	ஆனந் சார் நீங்கள் கூறிய அனைத்தும் உண்மை",None-of-the-above
"	இவன் ஒரு தேவிடையா மகன்",Misandry
"	 . %பிராமணர்கள் மதநெறியாகத்தான் இருக்கிறார்கள்...நண்பர் ஆனந்த சொல்வது மிகவும் சரி",None-of-the-above
"	அப்பன்காரன் கடங்காரன் ஆகி செத்தாலும் பரவல",None-of-the-above
"	SHANMUGABHARANI   என்ன சொல்றது",None-of-the-above
"	உங்காத்தா மேரி  அதனால தானே பொங்குற.",None-of-the-above
"	இது தான் பல ஆண்களின் மனநிலை. இது மாதிரி ஆண்களிடம் மாட்டிய மனைவியின் மனநிலை அதோகதிதான். என்ன செய்ய எல்லாம் விதிப் பயன்.",Misandry
"	உண்மையை சொல்லுகிறார்; அதனை உரக்கவே சொல்லுகிறார்",None-of-the-above
"	அய்யா  பேச்சு  உண்மை  இதுதான்  மனித  நேயம் பிராமணன்  என்றால்  கடவுள்  கிடையாது  அவர்களுக்கு  ஒரு நீதி  மற்றவர்கள்  ஒரு  நீதி கிடையாது  அனைவரும்  சட்டம்  முன்பு சமம்",Counter-speech
"	நேர்மையான மனிதர்கள் அபூர்வ மாகி போன தமிழகத்தில்....; ஒரு சிலரே ....உண்மையை தைரியமா பேசுறாங்க.; அதில் இவரும் ஒருவர்.",None-of-the-above
"	அக்கா மிகவும் அருமையான பதிவு....",Hope-Speech
"	ஆண்கள் தன் மனைவியை அதிகாரம் செய்வதாக நினைத்து  ஒரு சில நேரங்களில் காயப்படுத்திகிறார்கள்",Counter-speech
"	H. Raja போன்ற ஒருவர் கூட இல்லைனா",None-of-the-above
"	எப்படிங்க இப்படிலாம் பேசமுடியுது நாங்க பல்துலக்குற டயத்திலே கொலைபண்ணிட்டு வந்துடுவோம்",None-of-the-above
"	பார்பனர்கள்தான்  ஜாதியை  வளர்த்தார்கள்  மற்றவர்கள்  எல்லோரும்  நல்லவர்கள்  அது விஷயமாக  ஏதும்  தவறு செய்யவில்லை   என்று  கூறுவது  எவ்வளவு  தூரம்  சரி",Counter-speech
"	என்றைக்காவது எனக்கு பிடித்த மாதிரி என்  வாழ்க்கை மாறும்முன்னு நினைச்சு வாழ்ந்துட்டு இருக்க",None-of-the-above
"	நம்ம கல்ச்சர் பத்தி ய  வாழ்க்கையை அழகாக எடுத்துச் சொல்லி இருக்கீங்க ப்ரோ",None-of-the-above
"	+chakra varthi உன் அம்மா பக்கத்து வீட்டுகாரன் ஓட்டிட்டு போயிட்டான் முதல்ள அத பாதுகாத்தியா",Misogyny
"	நிருபர்.... எதவேனா கேக்கலாம் ; வேணும்னே.... ; குதிரை வாயில புல்லு திணிக்ற மாதிரியா; கேள்வி கேட்பதே.... ; இந்த நிருபரின் சிறப்பு",None-of-the-above
"	ஏண்டா",None-of-the-above
"	Remo Darlu  கல்யாணத்துக்கு அப்ரம் நம்ம அம்மாவுக்கு தங்கச்சிக்கு  நம்ம பன்றத இவுங்க பன்னக்கூடாதுனு சாெல்ரது",Misogyny
"	எல்லா தே****யாக்கு பொறந்த பயலுகளும் நான் இந்து  அல்ல தமிழனு கூவிட்டு திரியிறானுவ.; ; ஒரு பாயும் பாவாடையும் இப்படி சொல்லலயே டா......; ; அது சரி தமிழன் என்றாலே இந்து தானு தெரிந்திருக்கும்.",Xenophobia
"	பிராமணசமுதாயத்தில் ஒரு விடிவெள்ளி; வாழ்த்துக்கள்folded_handsfolded_handsfolded_handsfolded_hands",None-of-the-above
"	ராசா வின் ஆத்தா ஒரு தேவதாசி",Misogyny
"	இன்னும் பெண்ணை புாிந்து கொள்ளாதவா்கள் நிறைய போ் இருக்கிறாா்கள்",Misandry
"	டேய் ராஜா நாக்கை அடக்கி பேசு",Misandry
"	கலவர கபோதி மனநல  நோயாளி எச் ராஜாவை மனநல காப்பகத்தில் சேருங்கயா எடப்பாடிface_with_tears_of_joyface_with_tears_of_joyஇல்லை இவனை போட்டுத்தள்ளுங்கடா",Misandry
"	Kumar Laxman  டேய் அறிவு கெட்ட  மூதேவி இஸ்லாம்  எப்படியாவது இருக்கட்டும் உன் மதத்தை  கூறு கூறாக  கிழிக்கிறான் உன் மாதத்துகாரனே அவனுங்களுகு முதலில் பதில்  சொல்லுடா ஆமாம  நீ  விஷ்ணுவின் தோலில் பிறந்தவனா?  காலில் பிறந்தவனா?   உன் செயலை பார்த்தால்  மலத்தில் பிறந்தவன்  போல் தெரிகிறது",None-of-the-above
"	செந்தில் வேலுக்கு நல்ல வியாபாரம். ஆனந்த் ஸ்ரீ னிவாசனுக்கு பொழுது போகலை. அவர் காங்கிரஸ் காரர். கடைசியில் அரசியல் பேச வச்சு முதுகை சொறீஞ்சுகிட்டீங்க.  போய்யா முழு லாக்டவுன் ல நாங்களே பொழப்பு இல்லாம இருக்கோம். உங்களுக்கு வேலை இல்லாம அடுத்தவன் குண்.......மை சொறீயீறீங்களா?",None-of-the-above
"	+SRI NARAYANA உன் அம்மாவ அக்கா தங்கைய கூட்டி கொடுத்து சம்பாதிக்க ஆசையா",Misogyny
"	வேண்டாம் ராஜா உன் பேச்சி உன்னை அழித்துவிட்டது  நீயும் உன்னை சார்ந்த  வர்களும்  வர்களும் அழியட்டும் இறைவனே அளிப்பாயாக",None-of-the-above
"	ஏன்டா பாவாடை நாய் சைமா அந்த பாவாடை நாய் வயிரமுத்து எங்க கடவுள் ஆண்டாளை இழிவா பேசாமல் இருந்திருந்தா இந்து போராளி H.ராஜா எதுக்குடா அவங்கம்மா திட்டி இருக்க போராரு இந்து விரோத நாய்களே",None-of-the-above
"	Mr. Dvd son (எச்ச ராஜா )",Misandry
"	Sir ஜாதி தமிழ் நாட்டில் உள்ள ஒருவர் அடையாளம் sir but ஒவ்வொரு ஜாதியும் ஒற்றுமை   யாத இருந்த; ங்கா இந்த அரசுதா பிரிச்சு வச்சிருக்கு",None-of-the-above
"	Deepak Daniel Ravichandran  ; தேவடியாப்பயலே ; நாராக்கூதி நாயே; இந்துப் பெயரில் நடுவே இஸ்ரேல் பெயரை புழுத்திய இழி பிறவியே",Misandry
"	ஆண்டாளுக்கும் உனக்கும் என்னய்யா சம்பந்தம் உன் ஊரு எதுடா நாயே",Misandry
"	டிவி காரணங்களே நாரதர் வேலை",None-of-the-above
"	nee naan aval நீ நான் அவள்  கரெக்ட் நம் தலைவிதி ஆனா குழந்தைகளுக்காக சேர்ந்து வாழனும் வேற வழி பப்ளிக்ல இப்படி மறியாதை கம்மியா அண்ணாவ பேச கூடாது",None-of-the-above
"	priya priya  டேய் அவுசாரி நாயே...ஒக்கால ஒளி....",Misandry
"	+parimalam parimalraj  உங்க அம்மா புண்டை . இந்தியாவில் பிறந்த மதங்கலே இந்து மதம் அது  தாண் இந்துஸ்தாண்",Misogyny
"	RiyasAhamed MohamedIsmail  உனக்கு மூலசானு உனக்கு தெரியாதா... நீயும் ஹிந்து தான்.. பிரியணிக்காக உன் பரம்பரை மதம் மாறி இருக்கும்... குள்லா வ எரிஞ்சுட்டு கோவிலுக்கு வா.. நல்ல புத்தி வரும்...",None-of-the-above
"	அனைத்தும் சரியாகும். நீங்க நலமாக வாழ்வீங்க குடும்பத்துடன்",None-of-the-above
"	இவனுக்கு யார் ராசா னு பேர் வச்சது கூசா னு வைங்கடா",None-of-the-above
"	எச்  ஐ  வி ராஜா high-heeled_shoehigh-heeled_shoehigh-heeled_shoehigh-heeled_shoecoffincoffin",Misandry
"	+பிரபல நாட்டாமை உன் அம்மாட்ட கேளு சொல்வ யாருக்கு உன்ன பெத்தனு",Misandry
"	Kumaran Kumaran  உங்கொம்மா புண்டையில நீயும் நானும் ஓக்க",Misogyny
"	இப்படியெல்லாம் செய்தால் வேலைக்காகாது . . .  இந்த விபரங்கள் அறிந்த இங்கு உள்ள ஒவ்வொரு உணர்வுள்ள இந்துவும் சுமார்   பேரை",None-of-the-above
"	Anandha babu  ஆமாங்க சகோ",None-of-the-above
"	இது போல் உள்ள ஆல முதலில் அழிக்க வேண்டும்",None-of-the-above
"	போலி மதசார்பற்றவர்களை வார்த்தைகள் மூலம் மூக்கைஉடைத்த சகோதரி வாழ்க வளமுடன்",Hope-Speech
"	ஊழல் பெருச்சாளி ஜெயலலிதா ஆட்சி காலத்தில் இது போன்ற; கிரிமினல்  எல்லாம் முடிமறைக்கப்பட்டது",None-of-the-above
"	இந்த பெண்மணி ; பெண்குலத்தின் முகவரி ; என்று சொன்னால் அது மிகையில்லை.",Hope-Speech
"	பிராமண தாயோலிகளை கருவறுத்தால் அனைத்தும் சரியாகிவிடும் smiling_face_with_hornscollisionkitchen_knife",Xenophobia
"	வட மாநிலத்து பாஜாகா காரனுக்கு தென் மாநிலத்தை சார்ந்த யராகிருந்தாளும் பறையனாக இருந்தாலும் பார்ப்பானாக இருந்தாலும் தீன்டதகாதவர்கள்தான்",Xenophobia
"	Living together என்ற முறையில் குழந்தை பெறுவது தொழில் செய்யும் இடத்தில் அதாவது தவறான தொழில் செய்யும் இடத்தில் உறவு கொண்டு குழந்தை பெறுவது போல் ஆகிவிடும்",None-of-the-above
"	இந்த ஆளை மட்டும் வீரப்பரம்பறை ஒன்னும் செய்ய வில்லை. எளியமக்கள் என்றால் உங்கள் வீரம் எல்லாம். போங்கய்யா போங்க. எல்லாம் வலியவன் எளியவனிடம் தான் வீரப்பரம்பறை ஆண்டபரம்பரை எல்லாம்.",None-of-the-above
"	ஏன்டா  கலைஞர் டிவில நான் வெறும் டைரக்டர்னு ரீல் சுத்தின போது தூங்கிட்டு இருந்தியா ?",None-of-the-above
"	அறிமுகம்  இல்லாத மாமனாரிடம் கேட்கிறீர்களே தவறில்லை  யா?  உண்மை  தவறுதான் ஆனால்  பெற்று  பி வளர்த்து  படிக்க  வைத்து  சோறு ஊட்டி  வளர்த்தவர்களிடமே அந்நியர்களிடம்  கேட்பது  போல் பொது  வெளியில்  கேட்கிறீர்களே உங்களை  பெற்ற பாவத்தை  தவிர  அவர்கள்  என்ன  பாவம்  செயதார்கள்  வெளி  ஆட்களுக்குக்கு உங்கள் பெற்றோரின்  நிலை  தெரியாது  ஆனால்  உங்களுக்குமா?  பெண்கள்  என்றால்  மிருதுவானவர்கள் பெற்றோர்  இடம்  பாசமாக  இருப்பார்கள்  என்ற  எண்ணத்தில்  மண்  அள்ளிப் போட்டு  விட்டீர்கள்  ஒருவர்  சொல்கிறார்  கடன் வாங்கி  செய் அல்லது தம்பிக்கு  கடன் வை  இவர்கள்  எல்லாம்  பெண்கள் என நம்ப மனம் மறுக்கிறது",Misogyny
"	இவன் சிலநேரங்களில் பெரிய பொருளாதார மேதை போன்று பேசுவான். இவன் பேச்சை கேட்டு பணத்தை முதலீடு செய்தால் நீங்கள் கடனாளி ஆவது உறுதி.; உதவாக்கரை ஜென்மம்.",None-of-the-above
"	இவ்வளவு விவாதங்கள் இந்த விஷயத்தில் தேவை இல்லை... கொஞ்சம் அனைவரும் சும்மா இருந்தாலே பிரச்சனை தீர்ந்து போகும்..",None-of-the-above
"	மிக அருமை சார்",None-of-the-above
"	சார் நடு நிலை கருத்து க்கு வாழ்த்துக்கள் நன்றி",None-of-the-above
"	S true கோபி ஒரு வெத்து வேட்டு நல்லா திறமையான பேசுனா avoid பன்னிட்டு வேற நபர் கிட்ட போயிடுவார்",Misandry
"	Honey Love   என்ன கேட்டீங்க சொல்லுங்க புரியல தயவுசெய்து பேசுங்கள்",None-of-the-above
"	அப்பா சாமி   பவுனு... வீடு....   லட்சம் கடன் நிம்மதியா தூக்கம் வருமா டா",None-of-the-above
"	ஆனா பெண் வீட்ல மட்டும் மாப்பிள்ளை அரசாங்க வேலைக்கு போனும் கார் இருக்கனும் நீங்க கேக்கறது கரெக்ட் ஹா..அது என்ன காரணம்",Misogyny
"	அதுல உங்க வீட்டு பிள்ளைகளூம் உங்க அம்மா உங்க மனைவியும் அடக்கம் நியாபகம் இருக்கட்டும். நீங்கள் கேட்ட சீரை வாங்கி வந்தவர் உங்க மனைவிதான் உங்க அப்பா கேட்ட சீரை வாங்கி வந்தவர் உங்கள் அம்மாதான்.",Counter-speech
"	அறக்கட்டளைகள் மூன்று  விதமாக இருக்கிறது..; ;  .தனியார் அறக்கட்டளை.;  .மதம் சார்ந்த அறக்கட்டளை.;  .கல்வி மற்றும் மருத்துவ உதவிகள் வழங்கும் அறக்கட்டளைகள்.; அனைத்து மக்கள் சேவைக்காக உருவாக்கப்பட்டவை தனியார் சொத்து உருவாக்குவதற்கான.; ஊழல் அமைப்புகளாக மாறிவிட்டன..",Counter-speech
"	பிராமண கைக்கூலி எச்ச ராஜா",Misandry
"	ஒன்னும் புடுங்க வேண்டாம்...போய் நக்கி குடி",None-of-the-above
"	அருமை.. மிட்டாய் பேச்சுக்களால் மயக்கி; பெண்களை நாசம்; செய்த 'போலிப்' போராளிகள் இன்னமும்; இந்த ஆணாதிக்க ; சமுதாயத்தில் மதிப்புடன்; உலவி வருகிறார்கள்...",Misandry
"Not-Tamil	Cena devi நான் சொல்ல வேண்டியத நீ சொல்ர. இந்துக்களோட நேரம். ஆனால் இனி இது நடக்காது கவலை்வேண்டாம். சுட சுட திருப்பிதரப்படும்",Not-Tamil
"	பணம் கேட்பது தப்பு இல்லை. ஆனால்   பவுன் அதிகம். உங்களைப் பார்த்து மற்றொரும் கேட்டால் ஏழை  மக்கள் பிள்ளை கேட்டால் கஸ்டம். டெய்லி வேலை செய்தால்தான் சேறு என்றால் என்ன செய்வது. கஸ்டப்பட்டு கல்வி கட்டணம் செலுத்தி வருகின்றனர்.",Counter-speech
"	மனைவி பேச்சை  கேட்கலாம் ஆனால்",None-of-the-above
"	சரியான  சொன்னார் ஆனால்  மதுவந்தி  ஒரு  கூத்தாடி  குடும்ப  அதுனால  school  நடத்த  குடாது  அரசு  நடத்த வேண்டும்",None-of-the-above
"	இந்த  H. ராஜா வை செருப்பால் அடித்தாலும் திருந்த மாட்டான்",Misandry
"	வரதட்சணை  கொடுமைன்னு பொய்யான complaint பண்ற பொண்ணுங்களும் இருக்காங்க அதையும் இங்க பதிக்க வைக்கணும்",Counter-speech
"	சூடிக்கொடுத்த சுடர்க்கொடி என்றால் என்ன அர்த்தம்?; ஆண்டாள் பாடல்கள் அனைத்துக்கும் விளக்கம் தரமுடியுமா ஹரிஹரன் ராஜா சர்மா?",None-of-the-above
"	இவ்ளளோ நகை வேணும் னு சொன்னா கூட இவ்ளோ தான் தர முடியும் னு சமாளிச்சிக்கலாம்.  ஆனா உங்களால முடிஞ்சத போடுங்கனு சொல்லும் போது எவ்ளோ போட்டா நம்ம புள்ள நல்லாருக்கும் னு பீல் பன்ற மிடில் கிளாஸ் அம்மா அப்பா வ பாக்குற பெண்ணுக்கு தான் தெரியும்",Misandry
"	இந்த ஆரிய பார்பணர்கள் அவர்களுடைய புராணங்கள்",None-of-the-above
"	தமிழரின் தங்க மகன் திரு எச் ராஜா கூறுவதெல்லாம் உண்மை..",None-of-the-above
"	அன்பரசு அருமையாக சொன்னிங்க...",None-of-the-above
"	அம்பலயல தான் வரதட்சணை இருக்கு இதுக்கு முழுக்க முழக்க ஆண் வர்க்கம்  மட்டும் தான் காரணம்",Misandry
"	அருமை வாழ்த்துக்கள் folded_handsom",Hope-Speech
"	ஆனந்த் சீனிவாசன் சார் உங்களுடைய ஒவ்வொரு பதிலும் மிக தெளிவாக இருந்தது நீங்க ஒரு நடுநிலையான மனிதர் என்று நிரூபித்திருக்கிறார்கள்",Hope-Speech
"	டேய் சீமான்",None-of-the-above
"	உண்மையாளர்களால் தான் உலகப் உயிர் வாழ்கிறது",None-of-the-above
"	இரண்டு மனநோயாளி களுக்கு உதவ கடவுளை வேண்டுவோம்...",None-of-the-above
"	நீ மாண கெட்டவண்",Misandry
"	உனக்காகவும்    பேர் கைத்தட்டி",None-of-the-above
"	இங்கு இந்து மதத்தைப் பற்றி தவறாக பேசினால் தவறில்லை.  ஆனால் முஸ்லிம் மதத்தை பற்றி பேசி விடாதீர்கள் உங்கள் தலையை அறுத்து விடுவார்கள்",None-of-the-above
"	SRM. இல் மாதத்துக்கு ஒரு தற்கொலை நடக்கிறதே அதைப் பற்றி ஒரு வீடியோ pls",None-of-the-above
"	டேய் மாட்டு மூத்திரம் குடிப்பவனே எச்ச ராஜா......",Misandry
"	தீரன்சின்னமலை பரம்பரை",None-of-the-above
"	கார்த்திக் சத்யா  நானும்தான்; my wife",None-of-the-above
"	என்னையும் ஊம்ப வச்சி இருக்கானுங்க",None-of-the-above
"	உண்மை Bro இங்கேயும்அதேதான்",None-of-the-above
"	Neenga ஆயிரம் murai kettalum puriyathu athan அர்த்தம் purinthu அவர் யார் என்று தெரிந்து தெளிந்த பிறகு தான் உங்களுக்கு புரியும்...",Counter-speech
"	அடேய் சாமான் ஆத்தா பேரு மேரி அன்னம்மான்னு சொல்ல ஏன்டா பயம்?",None-of-the-above
"	Guru murthi  நான் பிராமணர்களை குறை கூறவே இல்லை எனக்கு பிராமண நண்பர்கள் இருக்கிறார்கள் ஆனால் எச்.ராஜா போன்ற வட ஆட்களால் மத கலவரம் வரவே வாய்ப்பு உள்ளது ; ; நான் ஒரு Media student என்ன பொருத்தவரை ஜதி",Xenophobia
"	achor ரொம்ப dmkகு சொம்பு தூக்குற    Anand sir you are great",None-of-the-above
"	priya priya   ஊம்ப வக்கத்த புண்ட ஙோத்தால அனுப்புடா ஓத்து விடுறேன்",Misogyny
"	யார் தவறு செய்தாலும் அது அவருடைய தனிப்பட்ட செயல். ஒரு பிராமணர் தவறு செய்தால் அதற்கும் பிராமண சமூகத்திற்கும் என்ன சம்பந்தம். அவரவர்கள் தவறுகள் நிரூபிக்கப்பட்டால் தண்டிக்கப்பட வேண்டும்.",Counter-speech
"	வீட்டில் பெண்கள் இல்லை என்ன செய்வது",None-of-the-above
"	வளர்ந்தவெளிநாடுகளில் வரதட்சணை இல்லை.இந்தியாவில் படித்தவர்களிடமும் இது இருப்பது வெட்கம் கெட்ட செயல்.U Kபோன்ற நாடுகளில்  வயதிற்கு மேற்பட்ட வர்கள் பெற்றோரை சார்ந்து இல்லாமல் தங்கள் வாழ்க்கையை அமைத்துக் கொள்கின்றனர்.",None-of-the-above
"	எச் ஆரிய ராசா சர்மா .. நீ தமிழனா. நீ படிக்காத நாயா",Xenophobia
"	அருமை அருமை அய்யா",None-of-the-above
"	ஜாதிகள் இல்லையடி பாப்பா......; இடஒதுக்கீட்டுக்காக இங்கே ஒரு ஊம்பு... அங்கே ஒரு ஊம்பு...",None-of-the-above
"	இவ ைடய பேச்சு நியாயமாக இ ந்தாலும்.; பிராமண ா்களில் லட்சத்தில் ஒ த்தா். ; தமிழர்களாகிய நாம் ஏமாந்து விட  டாத.",None-of-the-above
"	சைமன் லூசு பய பச்சோந்தி மாத்தி மாத்தி லூசு பய",Misandry
"	Kumar Laxman  அரசு  வேலை  உத்தியோக  உயர்வு எல்லாம்  எப்படி  வாங்கிநீங்க  வெள்ளைகாரனுக்கு மொழி  பெயர்ப்பு மட்டுமா நடந்தது  பழைய  வரலாறு  படி மக்களை மூட  நம்பிக்கையில் திளைக்க வைத்து  பிழைப்பு  நடத்தும்  கும்பல்",None-of-the-above
"	+pravin soundar ; ; தேவடியா மவன நான் உன் அம்மா வ   வருஷமா ஓத்துட்டு இருக்கேன்; ; நீ எனக்கு மகன் முறைடா; ; நான் உன் அப்பன்டா தேவடியா பயலே",Misandry
"	S. S.  மிகவும் சரியான பதில்; வாழ்த்துக்கள்",None-of-the-above
