Comments,Label
"శుక్రవారం శుక్రవారం స్టేషన్ కి వచ్చి సంతకం
పెట్టు ",non-hate
జై మెగాస్టార్,non-hate
Aat..... tatha on fire,non-hate
Meeru super sir,non-hate
Jayamu jayamu chandranna jayamu neeku chandranna,non-hate
ఇందుకే 23 వచ్చాయ్… ఇలాగే ఉంటే అవికూడా పోతాయి ,hate
నువ్వు రెచ్చిపో బాబు నీ వెనకాల మేము ఉన్నాం,non-hate
Ram entra babu intha andamga undau super ,non-hate
Lips thin ga unte baguntundi,non-hate
Krithi please nee pallaku clips veyinchuko teeth chala munadariki vachay,hate
"సుమా గారు మీరు మాములుగా చేసినా చూస్తాం,  ఓవర్ యాక్షన్ బాగా ఎక్కువ అయ్యింది, మీ వల్ల రేటింగ్ రావట్లేదు ,  ",hate
దీనెమ్మ జీవితం నా చిన్నప్పుడు సంది దీని ఓవర్ యాక్షన్ చూడలేక చీదరి ఐతుండే తూ,hate
Suma em maraledu ade over action,hate
cinema dobbaka  aduku tinnanndi eddaru,hate
Rana garu miru chala simply Star,non-hate
మీలాంటి పెద్దల ఆశీర్వాదం ఎప్పుడు మా అన్నకి ఉండాలి. ,non-hate
okka goppa Director chudadam kantay Adrustam Em vuntundi mi Ashishishulu Tarak sir ki vubdali,non-hate
E paata lo Jr NTR nataniki deshame daasoham ayyindi ,non-hate
E okka song tho movie vere level ku velipoindhi,non-hate
కళాతపస్వి గారి ని ఈ బంగారు కొండ యన్ టి ఆర్ తో ఓ సినిమా తీయమని ఎవరైనా చెప్పండి  దయచేసి.,non-hate
Mee Lantivaalla matalu inspiring ga vuntai….god blessed us with more knowledge by sent people like you,non-hate
Devudu manishi kanna goppa,non-hate
Charan దొరికిపోయిన ప్రతిసారీ ntr ni చూస్తాడు,non-hate
Pitchi pk neeku neemeede nammakam ledhu you only belive NCB,hate
Yem matladuthunnav ra? Naralu kattai poiniy Neeku lekkalenduku ra ayya? Weekend politician,hate
Samsaram cheyaganey pillalu puttaru sir. Wait for good result,hate
పుట్టినరోజు శుభాకాంక్షలు అన్నయ్య ,non-hate
మీ వాడు మా వాడు మన అందరివాడైన పవర్ పవన్ కళ్యాణ్ గార్కి జన్మదిన శుభాకాంక్షలు,non-hate
"Yendira nayana, yitla vundi.Power Star actions chusthunte goosebumps vasthunayi. India lo All records smash ayyela vunnayi.",non-hate
"సూపర్.... కళ్యాణ్ అన్న, చంపేశారు పొండి.... కేక అంతే",non-hate
Wow super sir e cinema chla pedda vijayam avvli me fans ki panga chesukovali sir hbd sir,non-hate
"Adhe better, anthe kaani life long savings one day lo waste cheykudadhu , lifelong entha karchu avthundho, aa oka roje antha karchu pedathaaru chaala mandhi",non-hate
Very గ్రేట్. Very humble,non-hate
Own party ni yem peeekaleka yevadiki ichhhi vaaadi kindha bhanisalaga undatam meee vamsanike,hate
Blood breed veru. Mental certification kuda,hate
Adhoka vamsam...veedi dabbalu veedu...,hate
"E family dabba manuko vayya bul bul 
Chala mandi ki records vunnai edo mi family goppa migitha family Sankara jathi ani anadam  comnsence ledhu ani ni certificate chepthundi 
Mi family lo ntr ela vuntadi kalyan ram nv marav nv manshiva balayavva ani antaru ma side",hate
"Orey  jaffa bul bul,go and buffalo muddilo paduko",hate
Mi vamaham mohanbabu vamaham tarvathe ra sollu ga,hate
Ore sollu apura,hate
నేను ysr జగన్ అభిమానిని.... వినోద్ రెడ్డి గారు మీరు పార్టీ కోసం పడే కష్టం నచ్చింది... కచ్చితంగా మీరు విజయం సాదించాలి అని కోరుకుంటున్నాను...,non-hate
జై జనసేన మన పార్టీ గెలవాలని మనస్పూర్తిగా కోరుకుంటున్న,non-hate
Annayya nuvvu sucess ayyalani manasara korukuntunna iam from VIZIANAGARAM,non-hate
All the best annya aaa..ni Hard work apudu ki waste kadhu sir jai janasena,non-hate
Ravaali pavan...jai janasena,non-hate
అన్నా కాస్త జాగ్రత్త... వాళ్లే అనుకోని లోపల  నుండి దేంతోనన్న విసిరేరు... కాస్త గ్యాప్ ఇచ్చి పోతండే... Love you Anna... నీ కష్టం వృధా కాదు,non-hate
Baga kastapadutunnav brother super,non-hate
Daya chesi okka chance evvadi pawan kalyan gaariki am from banglore,non-hate
తండ్రి కొడుకు గురించి చెప్పకపోతే ఎవరు చెప్తారు? తప్పు లేదు. సహజం. పుత్రోత్సాహం తండ్రికి,non-hate
NTR ni cm ga chudali.tatayya paruvukosam,non-hate
జై ఎన్టీఆర్ అన్న జై రామ్ చరణ్ అన్న,non-hate
Ntr garu miru chala pedda artist. Matldalisochinappudu.thagginchi matladandi. Adigunapudu odiguntame manchidi.,non-hate
Mamauluga undhadhu mari ntr anthe,non-hate
మీ ఫ్యామిలీ లో నాకు నచ్చింది నువ్వు అన్న.. కరెక్ట్ గా మాట్లాడుతావ్..,non-hate
నువ్వొక్కడివే మి ఫ్యామిలీ లో అందరితో కలిసిపోయే గుణం కలిగినవారు brother,non-hate
"ఎందుకో నువ్వంటే నాకు eatam అన్న
వేదం సినిమా చూసినప్పటి నుండీ ..decide ayyanu ... Your my brother...",non-hate
Adhi ento  nuv wrong family  lo unnavu.. bro...nee speech  lo compulsoryga social  responsibility  untundhi..hats off to you..,non-hate
బడా బడా డైరెక్టర్స్ అందరూ మనోజ్ అన్నతో సినిమా ఎందుకు తీయరు ఎప్పుడూ మెగా ఫ్యామిలీ ఏనా ఫాలోయింగ్ ఉన్న హీరో లేనా జై మనోజు అన్నా,non-hate
Manoj okkade odd man out in manchi family ,hate
Manchu family ki inka respect undi ante adi only nee valle manoj anna,non-hate
Manchu family ni nvve kapadali anna,non-hate
Manchu Family Paruvu kapade Manishi Nuvvu Okkade anna,non-hate
Nenu oka NTR fan ga chepthuna heart touchesaru sir mee speech tho hats off sir,non-hate
నేను పవన్ కళ్యాణ్ చెప్పిన తర్వాత మీ సినిమా చూశాను చాలా బాగుంది,non-hate
"Manchi cinema ni prathi okkaru aadaristaru,all the best nikhil, have a bright future",non-hate
Ippati varaku peddha heroes ki chinna actors kaka pattaru. Ika nunchi pedda heroes thodalu kottada lu meesaalu meda gokkodalu manesi chinna heroes ki value iche time vachesindhi,non-hate
Samudramlo alalu aagavu Harsha Anna ki anna meeda prema chavadi,non-hate
సముద్రంలో అలలుంటే అందం మా గుండెల్లో హర్ష సాయి అన్న ఉంటే ఆనందం,non-hate
nna nuv chesina help ki vallaku edho oka chinna avasaralaku panikosthundhi harsha sai love you anna,non-hate
ANNA nee voice ante naku chala istam ,non-hate
హర్ష..! నీ మనసులగే... నీ రూపం కూడా అందంగా ఉంది......,non-hate
Smile chudanidhe venakki thaggavu bro nuvvu ,non-hate
"హర్ష సాయి ఫ్యాన్స్ ఎంతమంది ఉన్నారు
ఇక్కడ,. A man with golden heart",non-hate
Vinayaka chavithi subhakanshalu Harsha sai,non-hate
Harsha anna ni kalavaali okkasaraina,non-hate
మీలాంటి వాళ్ళని దేవుడు చల్లగా చూడాలని సార్ హర్ష సాయి అన్న,non-hate
"Hi harsha....happy vinayaka chavithi,  life long nuv happy ga undalani............aa devunni korukuntunna sai......may god bless u  harsha.",non-hate
"Hii Bagunnara Harsha Sai garu  meku. Mee team members ki happy vinayaka chavithi
",non-hate
Jai Prabhas Anna ఆరడుగుల ఒక మంచి మనిషి,non-hate
సంతోష్ శోభన్ మంచి యాక్టర్.... కళ అనేది ఒక ప్రాంతానికి పరిమితం కాదు..విశ్వవ్యాప్తమైంది,non-hate
"
పోలీసోల్లొచ్చి ‍యేటుకు బట్టుకుంటారు ",non-hate
Chiranjeevi be like : arey em matladuthunnavra,non-hate
"KCR డైరెక్ట్ గా ప్రణబ్ ముఖర్జీ కాళ్లు మొక్కీ నప్పుడు ఏమైoది,",non-hate
Evari Cheppulu moyataniki prajalu ninnu gelipinchaledu.... Bandi..,hate
అక్కడవరకు వెళ్లినవాడు చెప్పులు వేసుకుంటాడు కదా వీడి ఓవర్ యాక్షన్...,non-hate
ముందు కళ్ళు తరువాత రాళ్లు తెలివి ఉన్న వారు చేసే పని ఇతరులతో మరియాదగా ఉండాలి మరి బానిసల కాదు,non-hate
అన్న మంచి పని చేసావ్ ఓకే కానీ జన్మనిచ్చిన అమ్మ నాన్న లకు కూడా ఇదే సేవా చేయి,non-hate
"
ఏముంది పదవికోసం గుధ్ధ కూడా నాకేస్తారు ఈ రాజకీయ రాబందులు",non-hate
"Em bathuku ra Nidhi, oka MP vi state president vi , nuv slippers moyadam entra vedhava , telangana ijjath tisinav",hate
వీళ్ళని నెట్టేసే వాడెవడో చూడాలి,non-hate
ఇలాంటి పనికిమాలిన వీడియోలు చాలా చూశాం మిత్రమా పూర్తి వీడియో పెట్టి ఉంటే బాగుండేది మిత్రమా,non-hate
Naku prabhas anna ento rana anna kuda antey,non-hate
Industry లో ఒక్క remark కూడా లేని ఫ్యామిలీ ఏదైనా ఉందా అంటే అది One And Only Victory Venky Anna Gaari Family Superb Raana Anna,non-hate
సౌత్ గురించి తక్కువగా మాట్లాడినోళ్ళే తెలుగులో పాట పాడుతుంటే వినడానికి చాలా బాగుంది,non-hate
E desham lo anni rajakiya nayakula vigrahalu ilagey padipovali,non-hate
ee desham lo politians purugulu paati nasinam kavali,hate
కొపనాతి కృష్ణమ్మ గారు విగ్రహం పడిపోయిందని సంతోషపడుతున్నారా ఏం మనుషులురా చెత్త మనుషులు పక్కన ఎవడు ఆడు పడిపోయింది పడిపోయింది అది అన్నాడు ,non-hate
మనం ఎక్కడ నుంచి వచ్చామో దాన్ని మర్చిపోయ్యే వాళ్ళు ఉన్నా ఈరోజుల్లో ఎంత ఎదిగినా వొదిగే ఉండాలి అన్నా మి simply sity కి నా ,non-hate
Are యాదవ ల్లా రా megastar తరవాత పవన్ కళ్యాణ్ రా  చిరు సర్ ఆయన Vera leval జై బాలయ్య,non-hate
pavitra baga denguchiko naresh tho,hate
pavitra ni gudda awesome ni age ni figure ki salute,hate
శర్వానంద్ గారు వచ్చిన. కొత్తలో సంక్రాంతి సినిమాలో యాక్టింగ్ రోజుల్లో  కెరీర్లు చిన్ని హీరోగా  మిగిలిపోతారు అనుకున్నాను.  కానీ మంచి లైఫ్ వచ్చింది ఇంకా పెద్ద హీరో కావాలని ఆ దేవుని మంచి భవిష్యత్తు ఉండాలని కోరుకుంటున్నాను,non-hate
"దేనిని కందించి దేశం మొత్తమ్ అత్యవసర విధిచాలి, ఒక గొప్ప వార్త ప్రసారం చేసిన టీవీ10 కి గోల్డెన్ గ్లోబ్ అవార్డు ఇవ్వాలి",non-hate
Nalla Baalu nuvvu evadara  jagan anna ni tidava,hate
సార్ మీరు  చాలా బాగా నిజాలు మాట్లాడుతారు  నిజంగా నమస్కారం  సార్,non-hate
Konda anna mi attitude ki salute,non-hate
మనుషుల్లో నల్లగా ఉన్న వారిని ముద్దుగా నల బంగారం అని పిలుస్తారుఅంతేగాని ఎర్ర బంగారం అని ఎక్కడ పిలిచిన దాఖలాలు లేవ,non-hate
మీరు ఆ స్థాయిలో ఉండి కూడా మీ స్నేహితుని పరిచయం చేయడం ఆనందకరం,non-hate
"రేషన్ కార్డు తీసేసినా మనం ఏమి చేసేది లే...
పెట్రోల్ రేటు పెంచేసినాఏమి చేసేదే లే...
 8లక్షల కోట్లు అప్పు చేసిన మనం ఏమి పేకేదే లే... ",non-hate
"
తాగ్గి వాగుతుంది పాప ఈమె చిలకలూరపేటలో రికార్డింగ్ డాన్స్రు ",non-hate
sharmila nuvvu ooriki ki poyi record dancelu cheskho,hate
"movie peru 3 lanjas samantha,manchu vishnu, swara bhaskar,manuch akka,anasuya",hate
anasuya lavada mokahi 40 ellu aunty anukunda babu annala,hate
అన్ని ఉచితంగా అమ్మబడే లౌడాబడి అనుకుంట అన్ని ఉచితంగా చేస్తానని అప్పులపాలు చేశాడు రాష్ట్రాన్ని,non-hate
"ఎనకటి రెడ్డి కూడా టీవీ స్టూడియోలో కూర్చోవడం, తెలుగు వాళ్ళ దుర్భాగ్యం",non-hate
Venkat reddy ki buddi pagilindi anudke noru mosukohni vundali ,hate
ఏ రా వంకర రెడ్డి ఎలా పుట్టి ఉంటావో నాకు అర్థం కాలేదు.,non-hate
siggu vundali amma jagan lanti erripuk kanna anduku,hate
Kcr vadu vadi banda karre muku esjoni ma modi tho callenge ha,hate
40 సంవత్సరాలు రాజకీయ అనుభవం,non-hate
కేశినేని నాని లేకపోతే TDP కి ఊడేదేముంది. ఇంత ఓవర్ చేసేవాడు అవసరమా పార్టీకి,non-hate
వీడికి నిజంగా బేసిక్ సెన్స్ లేదు!! చూస్తే తెలియడంలా???,non-hate
చంద్రబాబు శివుడు లాంటి వాడు.. విషాన్ని కూడా తనలోకి తీసుకుంటాడు...ఇక ఇలాంటివి ఒక లెక్కే కాదు..,non-hate
అంత చిరాగ్గా వుంటే.. స్టేజ్ మీద కి ఎందుకెల్లార్ సార్,non-hate
rajakeeyanayakulu kuda lanjala ey vellu party marututaru vallu illu marutaru,hate
kodali nani ki caste pichi valla kulum ayithey pellam kuda gift gah istharu,hate
Mamulu ga evvaledhu ga anchor anna,non-hate
jai cbn jt sr ntr nenu mi tdp supporter na pranam istha,non-hate
సీనియర్ కాబట్టి కేశినేని గారు CBN కి ఇస్తే బాగుంటుంది అని జయదేవ్ అనుకున్నాడు.. ఎవరిస్తే యేముంది లే.. నువ్వే ఇవ్వు అని నాని వెనక్కి జయదేవ్ కే ఇచ్చాడు...ఇందులో ఏం కనిపించింది రా మీకు..? NEGATIVE mind set Burgers,non-hate
మోదీ పెద్ద డ్రామా వే ఆర్టిస్ట్ వెనక డైరెక్ట్ చేసేది కార్పొరేట్ కంపెనీలు,non-hate
హృదయ విదారకంగా వుంది... అద్వానీ గారు...one of the founder of BJP... time వస్తుంది.... అందరికీ,non-hate
sitharaman oka sudda pappun siggu ledhu asla mms valla india ela atani economic policy valle india 3 trillion economy ayindhi ,hate
nuvvu poyyi modi modda cheku mms oka great econmist ani prapamcham anukondhi antanu lekunte india ledhu,hate
edhi Carect kadu modhi garu papam kovindh garini ala avamanaparachadam carect kadu,hate
"
Dr YNM
1 month ago
ఇందులో మనం పెద్దగా ఆలోచించాల్సిన అవసరం లేదు. అంతా కాలం మహిమ.ఏదో ఒకరోజు కాలం ఆయనకు ఇవ్వవలసిన గిఫ్ట్ తప్పకుండా ఇస్తుంది. చేసిన కర్మలు అనుభవించక తప్పదు.. సోనియా గాంధీ అయినా, మోదీ అయినా, చంద్రబాబు నాయుడు అయినా, జగన్ అయినా.. కాలం అంతే..",non-hate
"బాబు చాలా‌‌ ఎదిగిపోయాడయ్యా......,బాబోయ్ ప౦చులు ఎస్తున్నాడు భయ్యా.",non-hate
నీవు తెలుగు ఇంత చక్కగా మాట్లాడు తుంటే మన చిన్న బాబు అనుకొని ఉండడు అయితే బెంగళూర్ ఇన్స్టిట్యూట్ లో బాగా నేర్పుతున్నారు తెలుగు,non-hate
పాపం అతను ఒక ఉద్యోగి అతను సాక్షి దినపత్రిక ఓనర్ కాదు.. అతన్ని పట్టుకొని ఎందుకురా నీకు,non-hate
bandi sanjay ni bandi  lo vunna engine  degindhi andhukey pichi pichi matladutunnaru,hate
rohit sharma kulubothu na koduku Asia cup kuda tesukorale malla vadini virat lo poluchutaru,hate
indian player aata radhu padhu semi-finals piles anni modalo jabbulu vachi odipotaru,hate
asla semi finals vache saraki prathi vadu moddalo gameolay anni appudey bayathutahai,hate
middle order marchu vinnale world cuo degindhi asia cuo dengindhi poyi gully circket adukondi,hate
bhuvi adhey 19th over lo madien cheasaru enti moddalo srh key adhey ki maiden kuda avasaram ledhu oka 19 runs ichi dengi match odipincharu,hate
ఇటువంటి వాల్లు ఎప్పటికీ నేరుచుకొరు,non-hate
వాడు జీవితంలో ట్రైన్ క్రాసింగ్ అయితే 20 అడుగుల దూరంలో ఉంటాడు సిగ్గు శరం ఉంటే సంవత్సరం వరకు ట్రైన్ కూడా ఎక్కడు,non-hate
జీవితంలో మళ్ళీ ఇలాంటి నిర్లక్ష్యంగా ఉండకుండా జరిగింది... విడిని చూసి ఇంకో 10 మంది మారతారు,non-hate
ఆ బైక్ వాడిని ఉరి శిక్ష వేయాలి,hate
మోడీ అద్వానీ గారు పెట్టిన బిక్ష పెట్టారు కాబట్టే నువ్వు ఇపుడు ఇలా ప్రధాని స్థానంలో ఉన్నవని మరవకు చాయి వాలా మరవకు గతాన్ని,hate
అద్వానీ గారినీ పాటించుకోలేదు అంటే ఇగ ని పతనం మొదలైనట్టే అయన వాళ్ల పార్టి అంతా ఎదిగింది,non-hate
"
సరిగ్గా చూడండీ అక్కడ విగ్గురాజు ఉన్నాడు అబ్బా…",non-hate
నమస్కారానికి ప్రతినమస్కారం సంస్కారం,non-hate
వాడి అసలు రూపం అదే  ఎవరిని ఎప్పుడు వాడుకుని వదిలేయాలో వాడి కంటే ఏ రాజకీయ నాయకుడికి తెలియదు,non-hate
"ఈనాటి బీజేపీ దేశాన్ని ఎలుతుందంటే దానికి అద్వానీగారి కృషి చాలావుంది
మోడీగారు ఇలా ",non-hate
అప్పుడు రాజకీయ ఎదుగుదలకు కారకులయిన అద్వానీ గార్ని అవమానించారు. ఇప్పుడు పదవీవిరమణ చేసిన కోవింద్ గారిని అవమానించారు. న్యాయమా మోదీ గారు.,non-hate
Love story muddulu kadu sannivesam site ranam lo scenes lo love chala baga chupicharu movie,non-hate
Ekkada పట్టుకున్నారు వెళ్ళిపోయాడు గా,non-hate
ఎక్కడ పట్టుకున్నారే తల్లి..ఆమె కూడా వెళ్ళిపోయింది.. దొంగలు పారిపోయారు గా..,non-hate
ee movie theatre lo chudakapote tarwata mere feel avutaru.. Excellent movie,non-hate
Bangaram lanti wife failure kuda supporting ga undi kani veedu vini veshalu,non-hate
arshadeep ni asla enduku tisukonnario telidhu vadiki simple catches kuda vadili dengaru ha moddalo feilding kante pakistan feilding melu,hate
vijay shankar anna 3d anna enti anna na lavadio batting modalo feilding inka no ball eesidenagtuavu nuvvi 3d enti,hate
snow family ela bathukundhi ante burdha pandi bathukundhi nenu bathuthunnanu,hate
kl rahul ipl baga adutavu india ki moda laga adutavu preity tho night out ha enti,hate
preity zinta oka bazzar kukka team tesukovadam kuda radu,hate
kavya papa circket meda avagahana ledhu ma aubction dengi mataldutnadhi,hate
vijay mallya nirav modi kapadindhi bjp malla ha baate shah gadu nak emtelidhu antaru,hate
Rey yendhuku ra ...puri garu cheppindhi okkati ...miru chupinchedhi  inkoti....rava annadu puri garu dhani vere laga cheptharu  andhuku ra ....,hate
tyson: rey puri inko sari ni mokham choopistahe egiri egiri dengutha,hate
"Naarappa theatre lo vachedi unde
Motham kcpd untunde",non-hate
ఇటువంటి చావు రావాలంటే ఎంత పుణ్యం చేసి ఉండాలో     మీ ఆత్మకు శాంతి కలగాలని కోరుకుంటున్నాను,non-hate
"వరిని యాచించని జీవితం,, ఆయాసం లేని మరణం,, మరణం తరువాత నీలో ఐక్యం కావాలి అని అష్ట దిగ్గజాలు లో ఒకరు ఐన ధూర్జటి కవి చెప్పారు..         అదృష్ట వంతుడు.",non-hate
దేశానికి పనికొచ్చే ఇటువంటి వారు నొప్పి లేకుండానే ప్రాణాలను వదులుతారు,non-hate
"అంతే...చావు ఎప్పుడు, ఏం రూపంలో వస్తుందో తెలియదు! ఒక చెట్టు నుంచి ఎండిన ఆకు రాలినట్టు, గాలి వీచినట్లు సహజంగా జరుగుతుంది... ప్రాణం పోతుంది!",non-hate
పుణ్యాత్ముడు......ఆయన ఆత్మకు శాంతి కలగాలి....,non-hate
"నిజంగా సూపర్ , పుణ్యాత్ముడు , ఇలాంటి చావు రావాలని అంటే ఎంతో పుణ్యం , అదృష్టం ఉండాలి అని నా భావన",non-hate
భరత మాత ఒడిలోకి ఒరిగి పోయాడు. ధన్యుడు అమర్ రహే. మళ్ళీ ఒక సైనికుడు లాగ పుడ తాడు.,non-hate
చాలా అదృష్టవంతుడు. మంచి వారికి అలానే చావు వస్తుందేమో,non-hate
"RIP . Sunaayesena Maranam, chaala Goppa vyakthi and even Abdul Kalam Died in the same way.",non-hate
Valla husband koda intha la thalchukodura nayana,non-hate
sooraj oka rapist malla sulli bhai suport okati,hate
jihah khan sucide ki karanam sooraj altanchdi sulli bhai mafia support free vare ammailtho dengithunaru,hate
sooraj inka valla daddy oka rapist rapist family gudda mi dabbulu valla safe malla modi give respect to women anta,hate
liger movi బాగుంది but హీరో కి నత్తి ఎక్కువ గా ఉండడం వల్ల సినిమా పోయింది అంతే                                                             ,non-hate
Tega feel ayitunnadu  adhe vere hero ayithe notikochinattu vaagutunde,non-hate
Anna ni fan nenu evi Niki anavaram,non-hate
VD gudda mi ekkuva attidude andheukey movie assam ki dengindhi,hate
Ore teenmar mallanna pedda thopula feel kaku,non-hate
Mundhu nuv e cinemala gurinchi apu ayya... Nduku niku respect ivaniki radhu.. m radhu,non-hate
"Flop ante eante  bayya
Neku thilusa
Nuvvu thisava movie
Nuvvu produce  chesava
Nuvvu chusava
Ne abba
Nuvvu chudara movie first ",non-hate
భారత దేశంలో పాలన చేతకాని సీఎం పాలన చేత కాక వేరే వాళ్ళని విమర్శించే ఏకైక సీఎం మన బతాల పోషెటి,non-hate
kcr niku baga ekkuva ayidhi anni moukni cm avvu next karre mukku ki cm endhuku ra lanje boss,hate
basavaraj oka daridurudu hindu ante challu vadu rapist ayina parle vadithine kapuran chestharu,hate
modi ki cheppu neku oka yogi ante chaalu nee vuncha kuda tagutaru,hate
ఈ దునియలో సిగ్గులేని ముఖ్యమంత్రి మీరే సర్ కెసిఆర్ గారు,hate
మీ మాటలు వింటే తెలిసింది మీకు కమన్సెన్స్ లేదని,non-hate
"అంటే పేదవాళ్ళు ఉపన్యాసాలు చెప్పకూడదు అంటావా , ఆయన 30 కోట్ల ప్రజలకు ముఖ్యమంత్రి.",non-hate
అంకుల్ అంకుల్ యోగితో పెట్టుకోవద్దు అంకుల్ వ్యాన్ తిరగబడిపోతాయి,non-hate
Sir మీరు ఎవరితో అయిన పెట్టుకోండి కానీ..యోగి గారి తో వద్దు,non-hate
pragya thakur oka dogga baba dani endhuku mp ayindho telidhu pichipuk janalu andhey north india ala vundhi,hate
ఎవ్వరెం అనుకున్నా నిజాన్ని నిర్భయం గా చెప్పడం లో మీరు తగ్గేదేలే గురువు గారు,non-hate
సమాజం మారడం అంటే చాలా కష్టం  మీ ప్రవచనాలు వింటూ కొంతమంది అయినా మారుతారని ఆశిద్దాం గురువుగారు,non-hate
"తగ్గేెదేలే శ్రీ రామ చంద్రుడు,హరిశ్చంద్రుడు లాంటి వారు అనాలి,smuggler's కాదు. మీరు అసలైన హీరో గురువు గారు.",non-hate
"మీ  ప్రవచనాలతో  ధర్మాన్ని ప్రచారం చేస్తూ కాపాడుతున్నారు, మీరు భారత దేశానికి నిజమైన మార్గదర్శి గురువు గారు.
మీకు పాదాబి వందనాలు.",hate
"గురువు గారి అవేదనలో అర్థం ఉంది
మీకు నేను మనస్పూర్తిగా పాదాభివందనం చేస్తున్న",non-hate
కడిగేయండి మీరు సమాజాన్ని!  నాకు బాధగానే ఉంది గురువుగారు.,non-hate
గరికపాటి నరసింహారావు గారికి పద్మశ్రీ అవార్డు రావడం చాలా చాలా ఆనందంగా ఉంది. ఆయన ఉపన్యాసము భారతదేశ యువతకు ఆదర్శం.  ఆయనకు మరెన్నో గౌరవాలు లభించాలని మనసారా కోరుకుంటూ...వందనములు.,non-hate
గరికపాటి వారు నిజమే చెప్పారు,non-hate
గరికపాటి గారు బాగా చెప్పారు ...చెడును హైలెట్ చేయడం ద్వార యువత త్వరగా ఫాలో అయి వారు సమాజం చెడువి గురవుతున్నది,non-hate
చాలా యూట్యూబ్ చానల్లలో మీరు చెప్పిన గరికపాటి వారి అభిప్రాయం ప్రచారమౌతున్నది. వాటి కింద కామెంటులను సినిమా రంగం వారు చదివితే ప్రజాభిప్రాయం తెలుస్తోంది. ఏమైనా అనుకోని అనుకుంటే ఒకనాడు వారి భార్యాపిల్లలపై అదే ప్రభావం పడవచ్చు. చివరగా బుధ్ధి చెబుతుంది…,non-hate
sonam kapoor ni rape nadhi road o vadhileyala,hate
alia bhatt cheshe overaction ki hatsoff ,non-hate
first koja johar ni india nunchi tarmidengithe sangam pedha pothadhi,hate
గారిక పాటిగారి తో నేను కూడా ఏకీభవిస్తున్నాను,non-hate
alsa janalu erripuk galu jagan ni cm cheyadam enti ,hate
నేను వైస్సార్సీపీ పార్టీ కార్యకర్తను అయినా కూడ తెలుగు రాష్ట్రాల తరపున కేంద్రం తో దీటుగా మాట్లాడిన ఈ నాయకుడికి పార్టీలకు అతీతంగా సెల్యూట్ చేస్తున్నాను,non-hate
కొంచం ఘాటుగా వ్యాఖ్యానించారు...... కానీ నిజం అదే కదా…,non-hate
ఆ డబ్బు కూడా దొబ్బాడు మా ముఖ్యమంత్రి,non-hate
టెక్నికల్ ప్రాబ్లo అని సింపుల్ గా తేల్చాసారు .,non-hate
"బాల యోగి, ఏర్రం నాయుడు, లాల్జాన్ బాషా ముగ్గురు చంద్రబాబు తయారు చేసిన లీడర్స్..",non-hate
చంద్రబాబు నాయుడు గారి పేరు చెప్తే ఏమి చేయలేడు కానీ జగన్ గాని పేరు చెప్తే నిన్ను బొక్కలో వేసి కుమ్ముతాడు,non-hate
నీకు మళ్ళీ ఇంకో చెంప దెబ్బ తగిలితే బుద్ధి రాదు అనుకుంటా ,non-hate
వీడు పోటీచేస్తే వార్డు నెంబర్ కూడా గెలవడు వీడు చంద్రబాబు నాయుడు గారిని టార్గెట్ పెట్టుకొని తెలంగాణలో చెంప దెబ్బలు తిన్నాడు,non-hate
pichi lanjakodukuvi Chandra Babu Kali gotiki saripovu,hate
Hero ni Baga encourage chestundi papa....,non-hate
100 cr cheralante 500 cr petti movie thiyyali,non-hate
నువ్వు ఏదో ఒక రోజు 10లక్షల క్లబ్ లో ఖచ్చితంగా చేరుతావు అన్నా....చేరుతావ్…,non-hate
Acting super undhi ga bro just story lo dammu ledh,non-hate
anusya potti potti dress esukoni expose chesthe hot rape sexy fogure comments tappa em vasthaai,hate
Avnu anna ఇన్ని రోజులు వాని వీడియోస్ చూసా but వాళ్లు ఇలాంటి క్యారెక్టర్ worrust చిల్లర... గాళ్లు,non-hate
టికెట్ డబ్బులు తో వీళ్లు దొబ్బి తింటున్నారు,non-hate
"Enti villu ee cinema ni oka bahubali, kgf kante ekkuva uhinchukuntunattu unnaru..papam.. picchi vedava",non-hate
Ila extras cheyadam. Cinema ki karchu pettam so people should pay 450/- antaaru.,non-hate
"Cinema karchulakantey, ee karchule ekkuva papam producers ki",non-hate
Mana paisal tovallu njoy chestunnaru mundu manaki buddiledu,hate
పోనీ ఆంధ్రప్రదేశ్ కు separate కరెన్సీ నోటు పెట్టీ నోట్లు గుద్దు జగన్ అన్న గాంధి గారి ఫొటో బదులు నీ ఫొటో పెట్టు అన్న ,non-hate
ఇంత తెలివైన ముఖ్యమంత్రి ని ఎన్నుకున్నారు,non-hate
basavraj oka rapist gadini support chesthunnadu endhuku vadu brahmin kabati,hate
himanata asala siggu ledhu kerjiwal lanti valla pettukovadaniki,hate
అన్నో మనకి కూడా ఒక మిషన్ అడుగు. కొట్టుకుందాం,non-hate
jagan amma vadi dabbulu pettali nanna gudda lo nunchi leppali,hate
అన్నా.....మనం కూడా ఒక మెషినీ కొనుక్కుందాం... మనమే గుద్దుకుందాం....,non-hate
అన్నా...ఒక్కో సచివాయంకి ఒక్కో మిషన్ ఇచ్చి పడేయ్ అన్నా....తర్వాత చూసుకుందాం…,non-hate
nehru amman denga ni valla india pakistan godava inka vundhi,hate
"నెక్స్ట్  అప్పు దొరక్కపోతే , అన్న  చేసే పని అదే  …",non-hate
ఎందరో  మహాను బావులు  వుంటారు వాళ్లు ఊరికెనే ఉండరు,non-hate
